ym,category,role,matters_received,cases_filed,matters_terminated,cases_terminated,d_judg_us,d_settle,d_against,d_dismissed,d_other
2008-10,Immigration,Plaintiff,1,1,1,0,,,,,
2008-11,Immigration,Plaintiff,1,4,0,1,,,,,1
2008-12,Immigration,Plaintiff,2,3,0,1,1,,,,
2009-01,Immigration,Plaintiff,5,2,2,3,,,,1,2
2009-02,Immigration,Plaintiff,1,1,2,0,,,,,
2009-03,Immigration,Plaintiff,4,3,5,0,,,,,
2009-04,Immigration,Plaintiff,7,2,1,5,2,,,1,2
2009-05,Immigration,Plaintiff,4,2,1,1,,,,1,
2009-06,Immigration,Plaintiff,7,1,2,5,2,,,1,2
2009-07,Immigration,Plaintiff,2,2,1,1,1,,,,
2009-08,Immigration,Plaintiff,4,4,1,2,,1,,1,
2009-09,Immigration,Plaintiff,0,0,5,2,2,,,,
2009-10,Immigration,Plaintiff,4,3,0,1,1,,,,
2009-11,Immigration,Plaintiff,4,4,3,2,1,,,,1
2009-12,Immigration,Plaintiff,1,0,2,2,1,,,,1
2010-01,Immigration,Plaintiff,3,2,1,0,,,,,
2010-02,Immigration,Plaintiff,3,2,0,1,,,,,1
2010-03,Immigration,Plaintiff,4,3,3,2,1,,,,1
2010-04,Immigration,Plaintiff,1,3,3,3,2,,,1,
2010-05,Immigration,Plaintiff,2,2,0,2,1,,,1,
2010-06,Immigration,Plaintiff,1,1,3,3,1,,,1,1
2010-07,Immigration,Plaintiff,1,0,1,0,,,,,
2010-08,Immigration,Plaintiff,1,1,1,4,2,1,,,1
2010-09,Immigration,Plaintiff,3,1,5,5,1,,,1,3
2010-10,Immigration,Plaintiff,0,0,1,4,1,,,1,2
2010-11,Immigration,Plaintiff,1,2,0,1,,,,,1
2010-12,Immigration,Plaintiff,1,0,0,0,,,,,
2011-01,Immigration,Plaintiff,3,3,1,1,1,,,,
2011-02,Immigration,Plaintiff,2,1,0,1,,,,1,
2011-03,Immigration,Plaintiff,8,3,0,3,1,,,1,1
2011-04,Immigration,Plaintiff,0,0,1,2,,,,1,1
2011-05,Immigration,Plaintiff,5,0,2,1,1,,,,
2011-06,Immigration,Plaintiff,2,1,3,1,1,,,,
2011-07,Immigration,Plaintiff,3,2,0,2,1,,,,1
2011-08,Immigration,Plaintiff,1,0,1,0,,,,,
2011-09,Immigration,Plaintiff,2,1,0,1,1,,,,
2011-10,Immigration,Plaintiff,2,4,0,0,,,,,
2011-11,Immigration,Plaintiff,6,1,1,4,1,,1,,2
2011-12,Immigration,Plaintiff,1,0,2,0,,,,,
2012-01,Immigration,Plaintiff,2,1,0,1,1,,,,
2012-02,Immigration,Plaintiff,8,0,0,1,1,,,,
2012-03,Immigration,Plaintiff,4,2,1,2,,,,,2
2012-04,Immigration,Plaintiff,3,2,1,2,1,,,1,
2012-05,Immigration,Plaintiff,2,2,2,1,,,,,1
2012-06,Immigration,Plaintiff,1,0,2,1,,,,,1
2012-07,Immigration,Plaintiff,1,0,1,2,2,,,,
2012-08,Immigration,Plaintiff,2,3,0,1,,,,,1
2012-09,Immigration,Plaintiff,2,2,4,1,1,,,,
2012-10,Immigration,Plaintiff,4,4,1,1,,,,,1
2012-11,Immigration,Plaintiff,2,1,0,0,,,,,
2012-12,Immigration,Plaintiff,1,2,0,2,2,,,,
2013-01,Immigration,Plaintiff,2,1,0,1,1,,,,
2013-02,Immigration,Plaintiff,0,0,0,1,1,,,,
2013-03,Immigration,Plaintiff,3,2,0,2,1,,,,1
2013-04,Immigration,Plaintiff,2,0,3,2,2,,,,
2013-05,Immigration,Plaintiff,3,0,0,2,,1,,1,
2013-06,Immigration,Plaintiff,2,2,0,1,1,,,,
2013-07,Immigration,Plaintiff,5,2,0,1,1,,,,
2013-08,Immigration,Plaintiff,1,0,0,1,1,,,,
2013-09,Immigration,Plaintiff,1,1,2,1,,,,,1
2013-10,Immigration,Plaintiff,0,0,0,1,,,,,1
2013-11,Immigration,Plaintiff,3,2,2,3,3,,,,
2013-12,Immigration,Plaintiff,2,1,1,0,,,,,
2014-01,Immigration,Plaintiff,1,2,0,2,1,,,1,
2014-02,Immigration,Plaintiff,1,2,0,0,,,,,
2014-03,Immigration,Plaintiff,1,1,2,0,,,,,
2014-04,Immigration,Plaintiff,3,5,0,1,,,,,1
2014-05,Immigration,Plaintiff,1,1,0,1,1,,,,
2014-06,Immigration,Plaintiff,1,1,0,1,,,,1,
2014-07,Immigration,Plaintiff,1,0,1,1,,,,,1
2014-08,Immigration,Plaintiff,1,0,1,3,2,,,1,
2014-09,Immigration,Plaintiff,1,0,1,0,,,,,
2014-10,Immigration,Plaintiff,0,0,2,1,,,,,1
2014-11,Immigration,Plaintiff,2,0,0,0,,,,,
2014-12,Immigration,Plaintiff,3,1,1,0,,,,,
2015-01,Immigration,Plaintiff,2,0,0,0,,,,,
2015-02,Immigration,Plaintiff,1,1,0,0,,,,,
2015-03,Immigration,Plaintiff,3,0,1,1,,,,,1
2015-04,Immigration,Plaintiff,0,1,1,2,,,,,2
2015-05,Immigration,Plaintiff,0,2,1,4,3,,,1,
2015-06,Immigration,Plaintiff,3,1,1,1,,,,,1
2015-07,Immigration,Plaintiff,0,1,1,2,2,,,,
2015-08,Immigration,Plaintiff,3,3,1,2,1,,,,1
2015-09,Immigration,Plaintiff,4,1,3,1,1,,,,
2015-10,Immigration,Plaintiff,2,0,3,3,2,,,1,
2015-11,Immigration,Plaintiff,3,2,4,0,,,,,
2015-12,Immigration,Plaintiff,5,4,0,4,,,,,4
2016-01,Immigration,Plaintiff,2,1,0,1,,,,,1
2016-02,Immigration,Plaintiff,1,1,0,2,2,,,,
2016-03,Immigration,Plaintiff,2,1,0,0,,,,,
2016-04,Immigration,Plaintiff,5,1,1,1,,,,1,
2016-05,Immigration,Plaintiff,0,1,0,4,,,,2,2
2016-06,Immigration,Plaintiff,3,3,0,1,,,,,1
2016-07,Immigration,Plaintiff,1,2,0,0,,,,,
2016-08,Immigration,Plaintiff,1,1,0,1,1,,,,
2016-09,Immigration,Plaintiff,3,1,3,0,,,,,
2016-10,Immigration,Plaintiff,5,2,2,1,1,,,,
2016-11,Immigration,Plaintiff,4,3,0,2,1,,,,1
2016-12,Immigration,Plaintiff,1,1,0,1,1,,,,
2017-01,Immigration,Plaintiff,2,2,3,0,,,,,
2017-02,Immigration,Plaintiff,2,1,2,4,1,,,2,1
2017-03,Immigration,Plaintiff,4,3,0,2,2,,,,
2017-04,Immigration,Plaintiff,6,6,0,3,1,,,1,1
2017-05,Immigration,Plaintiff,3,3,1,6,4,,,2,
2017-06,Immigration,Plaintiff,2,0,3,3,1,,,1,1
2017-07,Immigration,Plaintiff,3,3,0,0,,,,,
2017-08,Immigration,Plaintiff,8,5,0,3,1,,,2,
2017-09,Immigration,Plaintiff,5,8,2,3,2,,,1,
2017-10,Immigration,Plaintiff,9,4,0,5,2,,,,3
2017-11,Immigration,Plaintiff,8,5,2,5,,,,3,2
2017-12,Immigration,Plaintiff,9,8,0,3,,,,3,
2018-01,Immigration,Plaintiff,2,1,2,3,1,,,,2
2018-02,Immigration,Plaintiff,4,6,0,4,,,1,3,
2018-03,Immigration,Plaintiff,7,2,0,3,1,,,1,1
2018-04,Immigration,Plaintiff,4,1,1,5,4,,,1,
2018-05,Immigration,Plaintiff,6,5,1,4,,,,2,2
2018-06,Immigration,Plaintiff,4,4,0,4,4,,,,
2018-07,Immigration,Plaintiff,7,2,1,1,1,,,,
2018-08,Immigration,Plaintiff,12,2,0,1,,,,,1
2018-09,Immigration,Plaintiff,6,2,2,2,2,,,,
2018-10,Immigration,Plaintiff,2,3,4,2,,,,1,1
2018-11,Immigration,Plaintiff,7,4,1,3,1,,,,2
2018-12,Immigration,Plaintiff,4,4,1,1,,,,1,
2019-01,Immigration,Plaintiff,6,2,2,3,3,,,,
2019-02,Immigration,Plaintiff,6,2,1,4,1,,,3,
2019-03,Immigration,Plaintiff,5,7,2,4,,,,2,2
2019-04,Immigration,Plaintiff,6,3,1,3,,,1,2,
2019-05,Immigration,Plaintiff,3,0,1,7,2,,1,3,1
2019-06,Immigration,Plaintiff,3,1,2,2,1,,,1,
2019-07,Immigration,Plaintiff,0,2,1,5,3,,,2,
2019-08,Immigration,Plaintiff,3,4,4,3,1,,,1,1
2019-09,Immigration,Plaintiff,6,4,0,1,,,,1,
2019-10,Immigration,Plaintiff,5,4,1,3,1,,,2,
2019-11,Immigration,Plaintiff,3,4,0,2,1,,1,,
2019-12,Immigration,Plaintiff,11,17,1,4,,,,1,3
2020-01,Immigration,Plaintiff,15,2,1,3,2,,,1,
2020-02,Immigration,Plaintiff,14,6,2,14,4,,,1,9
2020-03,Immigration,Plaintiff,4,3,1,3,1,,,1,1
2020-04,Immigration,Plaintiff,0,1,1,2,1,,,1,
2020-05,Immigration,Plaintiff,14,1,0,4,1,,,1,2
2020-06,Immigration,Plaintiff,12,5,3,2,1,,,1,
2020-07,Immigration,Plaintiff,5,3,0,3,,,,3,
2020-08,Immigration,Plaintiff,16,3,0,5,2,,,2,1
2020-09,Immigration,Plaintiff,5,6,2,4,3,,,1,
2020-10,Immigration,Plaintiff,1,1,1,5,1,,,2,2
2020-11,Immigration,Plaintiff,2,1,1,0,,,,,
2020-12,Immigration,Plaintiff,16,3,3,3,3,,,,
2021-01,Immigration,Plaintiff,5,1,2,3,,,,2,1
2021-02,Immigration,Plaintiff,2,3,0,2,,,,2,
2021-03,Immigration,Plaintiff,3,2,4,4,2,,1,,1
2021-04,Immigration,Plaintiff,4,0,0,2,1,,,1,
2021-05,Immigration,Plaintiff,1,2,0,1,1,,,,
2021-06,Immigration,Plaintiff,4,3,0,1,1,,,,
2021-07,Immigration,Plaintiff,0,2,0,4,2,,1,1,
2021-08,Immigration,Plaintiff,3,2,1,3,1,,,2,
2021-09,Immigration,Plaintiff,6,5,0,4,2,,,2,
2021-10,Immigration,Plaintiff,2,2,1,3,1,,,2,
2021-11,Immigration,Plaintiff,3,1,1,3,,,,3,
2021-12,Immigration,Plaintiff,1,0,3,4,,,,4,
2022-01,Immigration,Plaintiff,1,2,1,3,,,,2,1
2022-02,Immigration,Plaintiff,4,2,3,1,,,,1,
2022-03,Immigration,Plaintiff,6,8,2,0,,,,,
2022-04,Immigration,Plaintiff,4,2,1,4,1,,,1,2
2022-05,Immigration,Plaintiff,4,2,1,2,,,,2,
2022-06,Immigration,Plaintiff,1,1,0,3,,,,2,1
2022-07,Immigration,Plaintiff,3,2,2,1,,,,1,
2022-08,Immigration,Plaintiff,3,3,1,2,,,,2,
2022-09,Immigration,Plaintiff,5,4,3,7,2,,,4,1
2022-10,Immigration,Plaintiff,2,3,1,0,,,,,
2022-11,Immigration,Plaintiff,5,5,0,1,,,,,1
2022-12,Immigration,Plaintiff,8,5,0,1,1,,,,
2023-01,Immigration,Plaintiff,2,0,0,3,,,,3,
2023-02,Immigration,Plaintiff,1,0,1,2,,,,2,
2023-03,Immigration,Plaintiff,0,1,2,2,1,1,,,
2023-04,Immigration,Plaintiff,2,2,0,2,1,,,1,
2023-05,Immigration,Plaintiff,1,1,0,1,,,,1,
2023-06,Immigration,Plaintiff,5,4,2,2,2,,,,
2023-07,Immigration,Plaintiff,2,1,1,0,,,,,
2023-08,Immigration,Plaintiff,6,6,0,3,,1,,2,
2023-09,Immigration,Plaintiff,2,2,2,2,,2,,,
2023-10,Immigration,Plaintiff,3,3,0,3,,,,1,2
2023-11,Immigration,Plaintiff,2,2,0,3,,,,3,
2023-12,Immigration,Plaintiff,1,1,1,4,1,,,2,1
2024-01,Immigration,Plaintiff,0,0,0,2,1,,,1,
2024-02,Immigration,Plaintiff,0,1,0,1,1,,,,
2024-03,Immigration,Plaintiff,2,2,0,3,,,,3,
2024-04,Immigration,Plaintiff,2,4,0,2,,,,2,
2024-05,Immigration,Plaintiff,2,1,0,2,,,,,2
2024-06,Immigration,Plaintiff,3,2,57,5,,,1,4,
2024-07,Immigration,Plaintiff,2,2,0,1,,,,,1
2024-08,Immigration,Plaintiff,3,2,1,1,1,,,,
2024-09,Immigration,Plaintiff,3,3,1,1,,,,1,
2024-10,Immigration,Plaintiff,5,4,0,2,1,,,1,
2024-11,Immigration,Plaintiff,8,6,0,2,1,,,1,
2024-12,Immigration,Plaintiff,3,4,1,6,1,,,3,2
2025-01,Immigration,Plaintiff,2,1,1,3,2,,,1,
2025-02,Immigration,Plaintiff,3,3,0,1,,,,1,
2025-03,Immigration,Plaintiff,2,2,0,1,,,,1,
2025-04,Immigration,Plaintiff,15,10,3,2,1,,,,1
2025-05,Immigration,Plaintiff,7,5,1,1,,,,,1
2025-06,Immigration,Plaintiff,11,8,2,5,1,,,2,2
2025-07,Immigration,Plaintiff,9,7,1,2,2,,,,
2025-08,Immigration,Plaintiff,5,2,2,4,1,,,2,1
2025-09,Immigration,Plaintiff,30,22,2,6,2,,1,1,2
2025-10,Immigration,Plaintiff,28,26,1,8,2,,,6,
2025-11,Immigration,Plaintiff,40,28,1,8,3,,1,4,
2025-12,Immigration,Plaintiff,44,43,1,17,5,,2,4,6
2026-01,Immigration,Plaintiff,76,72,5,20,2,,11,,7
2026-02,Immigration,Plaintiff,11,9,1,21,11,,5,5,
2026-03,Immigration,Plaintiff,25,15,10,13,8,,,4,1
2026-04,Immigration,Plaintiff,37,14,4,11,5,,2,4,
2026-05,Immigration,Plaintiff,52,20,4,7,,,3,3,1
2026-06,Immigration,Plaintiff,38,22,10,4,1,,,1,2
2026-07,Immigration,Plaintiff,60,20,11,5,1,,,3,1
1994-10,Prisoner Litigation,Plaintiff,73,77,2,70,5,,,,65
1994-11,Prisoner Litigation,Plaintiff,101,93,1,68,6,,,,62
1994-12,Prisoner Litigation,Plaintiff,78,90,1,82,4,,,,78
1995-01,Prisoner Litigation,Plaintiff,106,101,1,85,7,,1,,77
1995-02,Prisoner Litigation,Plaintiff,87,86,2,72,11,,,,61
1995-03,Prisoner Litigation,Plaintiff,102,109,3,93,12,,,,81
1995-04,Prisoner Litigation,Plaintiff,78,75,3,80,11,,,,69
1995-05,Prisoner Litigation,Plaintiff,81,78,2,91,10,,1,1,79
1995-06,Prisoner Litigation,Plaintiff,92,90,1,79,7,,1,,71
1995-07,Prisoner Litigation,Plaintiff,96,94,0,81,5,,,,76
1995-08,Prisoner Litigation,Plaintiff,88,75,1,84,5,,,,79
1995-09,Prisoner Litigation,Plaintiff,80,78,1,61,8,,1,,52
1995-10,Prisoner Litigation,Plaintiff,80,76,0,80,9,,,,71
1995-11,Prisoner Litigation,Plaintiff,65,57,1,85,4,,1,,80
1995-12,Prisoner Litigation,Plaintiff,86,90,2,68,5,,,,63
1996-01,Prisoner Litigation,Plaintiff,142,133,0,76,10,,1,,65
1996-02,Prisoner Litigation,Plaintiff,116,109,3,70,6,,3,,61
1996-03,Prisoner Litigation,Plaintiff,93,91,2,100,12,,3,,85
1996-04,Prisoner Litigation,Plaintiff,105,102,3,107,13,,,,94
1996-05,Prisoner Litigation,Plaintiff,93,86,1,85,7,,2,,76
1996-06,Prisoner Litigation,Plaintiff,66,71,4,117,8,,3,,106
1996-07,Prisoner Litigation,Plaintiff,60,53,3,110,7,,5,,98
1996-08,Prisoner Litigation,Plaintiff,58,65,0,78,3,,,,75
1996-09,Prisoner Litigation,Plaintiff,69,67,2,65,5,,1,,59
1996-10,Prisoner Litigation,Plaintiff,56,56,2,73,5,,3,,65
1996-11,Prisoner Litigation,Plaintiff,65,59,0,69,9,,,,60
1996-12,Prisoner Litigation,Plaintiff,60,54,1,72,4,,2,,66
1997-01,Prisoner Litigation,Plaintiff,58,46,3,62,6,,,,56
1997-02,Prisoner Litigation,Plaintiff,55,51,2,71,5,,,,66
1997-03,Prisoner Litigation,Plaintiff,68,65,0,55,4,,,,51
1997-04,Prisoner Litigation,Plaintiff,217,221,1,60,9,,1,,50
1997-05,Prisoner Litigation,Plaintiff,128,103,1,71,8,,2,,61
1997-06,Prisoner Litigation,Plaintiff,56,56,0,83,11,,,,72
1997-07,Prisoner Litigation,Plaintiff,66,62,1,66,9,,3,1,53
1997-08,Prisoner Litigation,Plaintiff,62,64,1,60,6,,1,,53
1997-09,Prisoner Litigation,Plaintiff,43,45,2,59,6,,,,53
1997-10,Prisoner Litigation,Plaintiff,42,43,0,61,9,,,,52
1997-11,Prisoner Litigation,Plaintiff,40,40,1,75,8,,1,,66
1997-12,Prisoner Litigation,Plaintiff,41,35,1,49,7,,,,42
1998-01,Prisoner Litigation,Plaintiff,31,34,2,50,8,,1,,41
1998-02,Prisoner Litigation,Plaintiff,39,31,3,56,9,,,,47
1998-03,Prisoner Litigation,Plaintiff,51,57,1,53,2,,,,51
1998-04,Prisoner Litigation,Plaintiff,42,44,1,50,5,,1,,44
1998-05,Prisoner Litigation,Plaintiff,48,40,4,42,9,,,,33
1998-06,Prisoner Litigation,Plaintiff,40,46,2,44,9,,,,35
1998-07,Prisoner Litigation,Plaintiff,49,44,3,48,4,,1,,43
1998-08,Prisoner Litigation,Plaintiff,57,46,1,72,9,,3,,60
1998-09,Prisoner Litigation,Plaintiff,37,34,3,48,8,,1,,39
1998-10,Prisoner Litigation,Plaintiff,31,32,0,44,4,,2,,38
1998-11,Prisoner Litigation,Plaintiff,28,30,1,58,10,,1,,47
1998-12,Prisoner Litigation,Plaintiff,33,33,2,39,7,,2,,30
1999-01,Prisoner Litigation,Plaintiff,34,28,0,30,5,,,,25
1999-02,Prisoner Litigation,Plaintiff,25,28,1,37,1,,,,36
1999-03,Prisoner Litigation,Plaintiff,37,28,1,44,8,,,,36
1999-04,Prisoner Litigation,Plaintiff,48,42,0,42,5,,1,,36
1999-05,Prisoner Litigation,Plaintiff,42,42,1,33,12,,,,21
1999-06,Prisoner Litigation,Plaintiff,39,39,3,60,13,,1,,46
1999-07,Prisoner Litigation,Plaintiff,33,33,2,36,14,,,,22
1999-08,Prisoner Litigation,Plaintiff,34,30,0,40,10,,2,1,27
1999-09,Prisoner Litigation,Plaintiff,35,25,4,47,21,,,1,25
1999-10,Prisoner Litigation,Plaintiff,43,52,0,37,14,,2,,21
1999-11,Prisoner Litigation,Plaintiff,44,39,2,39,16,,1,2,20
1999-12,Prisoner Litigation,Plaintiff,38,31,1,48,26,,2,1,19
2000-01,Prisoner Litigation,Plaintiff,39,39,1,46,20,,3,1,22
2000-02,Prisoner Litigation,Plaintiff,41,37,1,41,20,,,1,20
2000-03,Prisoner Litigation,Plaintiff,40,38,4,39,17,,,1,21
2000-04,Prisoner Litigation,Plaintiff,41,39,0,38,23,,1,1,13
2000-05,Prisoner Litigation,Plaintiff,45,39,0,50,25,,2,,23
2000-06,Prisoner Litigation,Plaintiff,31,40,1,38,21,,1,,16
2000-07,Prisoner Litigation,Plaintiff,40,38,1,42,20,,2,2,18
2000-08,Prisoner Litigation,Plaintiff,38,36,3,34,13,,1,1,19
2000-09,Prisoner Litigation,Plaintiff,36,37,0,55,25,,1,,29
2000-10,Prisoner Litigation,Plaintiff,44,45,1,37,19,,2,,16
2000-11,Prisoner Litigation,Plaintiff,38,39,2,30,14,,1,,15
2000-12,Prisoner Litigation,Plaintiff,44,43,1,36,18,,2,,16
2001-01,Prisoner Litigation,Plaintiff,38,43,0,37,19,,1,3,14
2001-02,Prisoner Litigation,Plaintiff,51,44,0,24,12,,,1,11
2001-03,Prisoner Litigation,Plaintiff,55,52,2,30,16,,,2,12
2001-04,Prisoner Litigation,Plaintiff,42,39,1,27,16,,,1,10
2001-05,Prisoner Litigation,Plaintiff,50,50,0,34,20,,1,6,7
2001-06,Prisoner Litigation,Plaintiff,65,70,12,47,22,,,,25
2001-07,Prisoner Litigation,Plaintiff,55,51,6,56,32,,1,2,21
2001-08,Prisoner Litigation,Plaintiff,40,41,3,57,22,,,3,32
2001-09,Prisoner Litigation,Plaintiff,38,42,6,49,17,,1,1,30
2001-10,Prisoner Litigation,Plaintiff,45,38,1,52,18,,,2,32
2001-11,Prisoner Litigation,Plaintiff,39,45,0,48,22,,,,26
2001-12,Prisoner Litigation,Plaintiff,50,48,0,29,13,,,5,11
2002-01,Prisoner Litigation,Plaintiff,45,45,1,39,20,,,,19
2002-02,Prisoner Litigation,Plaintiff,31,35,3,38,23,,,1,14
2002-03,Prisoner Litigation,Plaintiff,34,37,0,42,13,,,2,27
2002-04,Prisoner Litigation,Plaintiff,42,35,6,47,30,,,1,16
2002-05,Prisoner Litigation,Plaintiff,41,39,0,51,30,,1,1,19
2002-06,Prisoner Litigation,Plaintiff,40,43,0,48,24,,,2,22
2002-07,Prisoner Litigation,Plaintiff,47,44,2,26,15,,,,11
2002-08,Prisoner Litigation,Plaintiff,37,33,1,48,20,,3,4,21
2002-09,Prisoner Litigation,Plaintiff,46,45,0,39,15,1,1,4,18
2002-10,Prisoner Litigation,Plaintiff,39,40,1,60,27,,1,4,28
2002-11,Prisoner Litigation,Plaintiff,42,39,2,41,20,,,2,19
2002-12,Prisoner Litigation,Plaintiff,38,43,1,38,17,,1,1,19
2003-01,Prisoner Litigation,Plaintiff,42,37,3,45,20,,2,1,22
2003-02,Prisoner Litigation,Plaintiff,34,33,1,53,21,,4,2,26
2003-03,Prisoner Litigation,Plaintiff,37,37,1,35,21,,1,2,11
2003-04,Prisoner Litigation,Plaintiff,31,30,0,61,35,,1,1,24
2003-05,Prisoner Litigation,Plaintiff,42,42,2,32,17,,,2,13
2003-06,Prisoner Litigation,Plaintiff,35,39,1,34,13,,3,2,16
2003-07,Prisoner Litigation,Plaintiff,28,21,0,32,14,,,,18
2003-08,Prisoner Litigation,Plaintiff,33,37,1,33,19,,,1,13
2003-09,Prisoner Litigation,Plaintiff,31,26,1,27,13,,1,1,12
2003-10,Prisoner Litigation,Plaintiff,37,41,0,35,18,,1,3,13
2003-11,Prisoner Litigation,Plaintiff,36,33,2,26,13,,,,13
2003-12,Prisoner Litigation,Plaintiff,31,32,2,31,16,,,1,14
2004-01,Prisoner Litigation,Plaintiff,52,47,2,30,19,,1,1,9
2004-02,Prisoner Litigation,Plaintiff,33,33,1,20,7,,,1,12
2004-03,Prisoner Litigation,Plaintiff,47,50,1,46,26,,,1,19
2004-04,Prisoner Litigation,Plaintiff,44,41,1,35,20,,,,15
2004-05,Prisoner Litigation,Plaintiff,48,49,1,29,16,,,,13
2004-06,Prisoner Litigation,Plaintiff,36,35,5,31,15,,,1,15
2004-07,Prisoner Litigation,Plaintiff,67,65,1,45,33,,,2,10
2004-08,Prisoner Litigation,Plaintiff,89,85,5,53,30,,3,1,19
2004-09,Prisoner Litigation,Plaintiff,67,74,2,59,33,,3,6,17
2004-10,Prisoner Litigation,Plaintiff,65,68,0,44,25,,,2,17
2004-11,Prisoner Litigation,Plaintiff,64,54,0,39,25,,,2,12
2004-12,Prisoner Litigation,Plaintiff,55,45,0,52,36,,,1,15
2005-01,Prisoner Litigation,Plaintiff,57,56,3,38,29,,,1,8
2005-02,Prisoner Litigation,Plaintiff,91,92,2,45,32,,1,,12
2005-03,Prisoner Litigation,Plaintiff,84,85,0,77,49,,1,1,26
2005-04,Prisoner Litigation,Plaintiff,75,71,0,47,30,,1,,16
2005-05,Prisoner Litigation,Plaintiff,70,63,2,53,29,,1,3,20
2005-06,Prisoner Litigation,Plaintiff,61,67,2,56,27,,4,4,21
2005-07,Prisoner Litigation,Plaintiff,38,42,1,69,34,,3,3,29
2005-08,Prisoner Litigation,Plaintiff,47,47,2,40,27,,,1,12
2005-09,Prisoner Litigation,Plaintiff,46,44,0,55,34,,1,3,17
2005-10,Prisoner Litigation,Plaintiff,31,41,1,36,21,,2,,13
2005-11,Prisoner Litigation,Plaintiff,55,49,1,46,30,,,1,15
2005-12,Prisoner Litigation,Plaintiff,29,30,0,46,25,,,1,20
2006-01,Prisoner Litigation,Plaintiff,57,57,0,46,26,,,3,17
2006-02,Prisoner Litigation,Plaintiff,33,35,0,40,27,,,1,12
2006-03,Prisoner Litigation,Plaintiff,52,42,0,61,34,,1,2,24
2006-04,Prisoner Litigation,Plaintiff,34,35,2,43,21,,2,,20
2006-05,Prisoner Litigation,Plaintiff,44,46,2,55,27,,2,,26
2006-06,Prisoner Litigation,Plaintiff,40,33,0,51,28,,1,2,20
2006-07,Prisoner Litigation,Plaintiff,31,36,2,52,33,,1,1,17
2006-08,Prisoner Litigation,Plaintiff,47,48,1,44,22,,1,,21
2006-09,Prisoner Litigation,Plaintiff,45,33,0,55,30,,3,3,19
2006-10,Prisoner Litigation,Plaintiff,44,41,0,44,22,,3,,19
2006-11,Prisoner Litigation,Plaintiff,50,47,0,40,29,,1,3,7
2006-12,Prisoner Litigation,Plaintiff,37,34,0,42,22,,2,,18
2007-01,Prisoner Litigation,Plaintiff,53,52,0,38,28,,,1,9
2007-02,Prisoner Litigation,Plaintiff,42,45,0,29,18,,,1,10
2007-03,Prisoner Litigation,Plaintiff,48,47,1,43,25,,1,1,16
2007-04,Prisoner Litigation,Plaintiff,48,44,0,44,26,,,3,15
2007-05,Prisoner Litigation,Plaintiff,37,37,1,36,20,,,,16
2007-06,Prisoner Litigation,Plaintiff,53,43,3,37,18,,1,1,17
2007-07,Prisoner Litigation,Plaintiff,50,57,1,45,17,,,,28
2007-08,Prisoner Litigation,Plaintiff,49,48,1,141,24,,,4,113
2007-09,Prisoner Litigation,Plaintiff,47,54,3,54,33,,2,3,16
2007-10,Prisoner Litigation,Plaintiff,68,65,2,50,30,,2,1,17
2007-11,Prisoner Litigation,Plaintiff,49,47,0,47,31,,,,16
2007-12,Prisoner Litigation,Plaintiff,60,64,0,37,19,,,,18
2008-01,Prisoner Litigation,Plaintiff,110,115,1,50,30,,3,,17
2008-02,Prisoner Litigation,Plaintiff,268,267,2,56,28,,5,,23
2008-03,Prisoner Litigation,Plaintiff,640,645,1,226,56,,138,,32
2008-04,Prisoner Litigation,Plaintiff,261,236,1,205,64,,113,2,26
2008-05,Prisoner Litigation,Plaintiff,159,145,3,188,78,,84,,26
2008-06,Prisoner Litigation,Plaintiff,112,113,3,155,76,,55,,24
2008-07,Prisoner Litigation,Plaintiff,137,128,2,160,64,,55,5,36
2008-08,Prisoner Litigation,Plaintiff,85,90,0,115,60,1,33,,21
2008-09,Prisoner Litigation,Plaintiff,91,86,2,127,53,,36,1,37
2008-10,Prisoner Litigation,Plaintiff,84,79,4,105,51,,28,1,25
2008-11,Prisoner Litigation,Plaintiff,76,72,2,78,37,,22,4,15
2008-12,Prisoner Litigation,Plaintiff,55,60,1,72,33,,23,1,15
2009-01,Prisoner Litigation,Plaintiff,65,64,5,74,35,,12,1,26
2009-02,Prisoner Litigation,Plaintiff,43,45,2,58,23,,10,1,24
2009-03,Prisoner Litigation,Plaintiff,81,73,4,65,30,1,11,3,20
2009-04,Prisoner Litigation,Plaintiff,75,69,1,75,31,,22,2,20
2009-05,Prisoner Litigation,Plaintiff,48,45,2,64,25,,5,2,32
2009-06,Prisoner Litigation,Plaintiff,59,52,1,77,45,,13,5,14
2009-07,Prisoner Litigation,Plaintiff,42,48,1,56,21,,7,6,22
2009-08,Prisoner Litigation,Plaintiff,48,52,2,73,31,,7,4,31
2009-09,Prisoner Litigation,Plaintiff,52,47,8,74,36,,13,4,21
2009-10,Prisoner Litigation,Plaintiff,42,44,0,73,31,,10,9,23
2009-11,Prisoner Litigation,Plaintiff,47,46,2,38,15,,6,3,14
2009-12,Prisoner Litigation,Plaintiff,63,60,1,47,30,,,5,12
2010-01,Prisoner Litigation,Plaintiff,50,47,2,46,16,,3,3,24
2010-02,Prisoner Litigation,Plaintiff,58,58,0,50,20,,2,3,25
2010-03,Prisoner Litigation,Plaintiff,43,39,1,92,40,,2,3,47
2010-04,Prisoner Litigation,Plaintiff,55,55,1,45,23,,2,2,18
2010-05,Prisoner Litigation,Plaintiff,46,47,0,53,27,,2,3,21
