ym,category,role,cases_pending
2014-10,Environmental/Lands,Other,88
2014-11,Environmental/Lands,Other,90
2014-12,Environmental/Lands,Other,89
2015-01,Environmental/Lands,Other,88
2015-02,Environmental/Lands,Other,89
2015-03,Environmental/Lands,Other,87
2015-04,Environmental/Lands,Other,89
2015-05,Environmental/Lands,Other,95
2015-06,Environmental/Lands,Other,105
2015-07,Environmental/Lands,Other,107
2015-08,Environmental/Lands,Other,106
2015-09,Environmental/Lands,Other,121
2015-10,Environmental/Lands,Other,131
2015-11,Environmental/Lands,Other,137
2015-12,Environmental/Lands,Other,132
2016-01,Environmental/Lands,Other,131
2016-02,Environmental/Lands,Other,145
2016-03,Environmental/Lands,Other,120
2016-04,Environmental/Lands,Other,130
2016-05,Environmental/Lands,Other,116
2016-06,Environmental/Lands,Other,119
2016-07,Environmental/Lands,Other,74
2016-08,Environmental/Lands,Other,72
2016-09,Environmental/Lands,Other,71
2016-10,Environmental/Lands,Other,72
2016-11,Environmental/Lands,Other,77
2016-12,Environmental/Lands,Other,77
2017-01,Environmental/Lands,Other,77
2017-02,Environmental/Lands,Other,80
2017-03,Environmental/Lands,Other,73
2017-04,Environmental/Lands,Other,76
2017-05,Environmental/Lands,Other,74
2017-06,Environmental/Lands,Other,75
2017-07,Environmental/Lands,Other,73
2017-08,Environmental/Lands,Other,72
2017-09,Environmental/Lands,Other,72
2017-10,Environmental/Lands,Other,71
2017-11,Environmental/Lands,Other,70
2017-12,Environmental/Lands,Other,65
2018-01,Environmental/Lands,Other,66
2018-02,Environmental/Lands,Other,69
2018-03,Environmental/Lands,Other,68
2018-04,Environmental/Lands,Other,72
2018-05,Environmental/Lands,Other,73
2018-06,Environmental/Lands,Other,75
2018-07,Environmental/Lands,Other,78
2018-08,Environmental/Lands,Other,80
2018-09,Environmental/Lands,Other,84
2018-10,Environmental/Lands,Other,83
2018-11,Environmental/Lands,Other,80
2018-12,Environmental/Lands,Other,82
2019-01,Environmental/Lands,Other,84
2019-02,Environmental/Lands,Other,86
2019-03,Environmental/Lands,Other,89
2019-04,Environmental/Lands,Other,88
2019-05,Environmental/Lands,Other,89
2019-06,Environmental/Lands,Other,88
2019-07,Environmental/Lands,Other,86
2019-08,Environmental/Lands,Other,88
2019-09,Environmental/Lands,Other,88
2019-10,Environmental/Lands,Other,88
2019-11,Environmental/Lands,Other,86
2019-12,Environmental/Lands,Other,87
2020-01,Environmental/Lands,Other,86
2020-02,Environmental/Lands,Other,80
2020-03,Environmental/Lands,Other,81
2020-04,Environmental/Lands,Other,86
2020-05,Environmental/Lands,Other,89
2020-06,Environmental/Lands,Other,91
2020-07,Environmental/Lands,Other,91
2020-08,Environmental/Lands,Other,92
2020-09,Environmental/Lands,Other,87
2020-10,Environmental/Lands,Other,87
2020-11,Environmental/Lands,Other,85
2020-12,Environmental/Lands,Other,87
2021-01,Environmental/Lands,Other,88
2021-02,Environmental/Lands,Other,90
2021-03,Environmental/Lands,Other,91
2021-04,Environmental/Lands,Other,93
2021-05,Environmental/Lands,Other,93
2021-06,Environmental/Lands,Other,93
2021-07,Environmental/Lands,Other,94
2021-08,Environmental/Lands,Other,98
2021-09,Environmental/Lands,Other,92
2021-10,Environmental/Lands,Other,89
2021-11,Environmental/Lands,Other,88
2021-12,Environmental/Lands,Other,90
2022-01,Environmental/Lands,Other,87
2022-02,Environmental/Lands,Other,89
2022-03,Environmental/Lands,Other,89
2022-04,Environmental/Lands,Other,93
2022-05,Environmental/Lands,Other,98
2022-06,Environmental/Lands,Other,98
2022-07,Environmental/Lands,Other,98
2022-08,Environmental/Lands,Other,96
2022-09,Environmental/Lands,Other,102
2022-10,Environmental/Lands,Other,102
2022-11,Environmental/Lands,Other,102
2022-12,Environmental/Lands,Other,102
2023-01,Environmental/Lands,Other,103
2023-02,Environmental/Lands,Other,106
2023-03,Environmental/Lands,Other,110
2023-04,Environmental/Lands,Other,110
2023-05,Environmental/Lands,Other,109
2023-06,Environmental/Lands,Other,110
2023-07,Environmental/Lands,Other,110
2023-08,Environmental/Lands,Other,112
2023-09,Environmental/Lands,Other,111
2023-10,Environmental/Lands,Other,113
2023-11,Environmental/Lands,Other,109
2023-12,Environmental/Lands,Other,107
2024-01,Environmental/Lands,Other,106
2024-02,Environmental/Lands,Other,108
2024-03,Environmental/Lands,Other,98
2024-04,Environmental/Lands,Other,96
2024-05,Environmental/Lands,Other,98
2024-06,Environmental/Lands,Other,98
2024-07,Environmental/Lands,Other,97
2024-08,Environmental/Lands,Other,101
2024-09,Environmental/Lands,Other,98
2024-10,Environmental/Lands,Other,100
2024-11,Environmental/Lands,Other,101
2024-12,Environmental/Lands,Other,100
2025-01,Environmental/Lands,Other,98
2025-02,Environmental/Lands,Other,93
2025-03,Environmental/Lands,Other,91
2025-04,Environmental/Lands,Other,91
2025-05,Environmental/Lands,Other,89
2025-06,Environmental/Lands,Other,90
2025-07,Environmental/Lands,Other,90
2025-08,Environmental/Lands,Other,86
2025-09,Environmental/Lands,Other,90
2025-10,Environmental/Lands,Other,92
2025-11,Environmental/Lands,Other,94
2025-12,Environmental/Lands,Other,97
2026-01,Environmental/Lands,Other,97
2026-02,Environmental/Lands,Other,99
2026-03,Environmental/Lands,Other,99
2026-04,Environmental/Lands,Other,102
2026-05,Environmental/Lands,Other,101
2026-06,Environmental/Lands,Other,103
2026-07,Environmental/Lands,Other,104
1994-10,Fraud,Other,72
1994-11,Fraud,Other,74
1994-12,Fraud,Other,75
1995-01,Fraud,Other,76
1995-02,Fraud,Other,76
1995-03,Fraud,Other,83
1995-04,Fraud,Other,83
1995-05,Fraud,Other,87
1995-06,Fraud,Other,88
1995-07,Fraud,Other,92
1995-08,Fraud,Other,98
1995-09,Fraud,Other,97
1995-10,Fraud,Other,96
1995-11,Fraud,Other,98
1995-12,Fraud,Other,104
1996-01,Fraud,Other,115
1996-02,Fraud,Other,119
1996-03,Fraud,Other,132
1996-04,Fraud,Other,134
1996-05,Fraud,Other,140
1996-06,Fraud,Other,143
1996-07,Fraud,Other,151
1996-08,Fraud,Other,150
1996-09,Fraud,Other,155
1996-10,Fraud,Other,150
1996-11,Fraud,Other,150
1996-12,Fraud,Other,150
1997-01,Fraud,Other,143
1997-02,Fraud,Other,147
1997-03,Fraud,Other,149
1997-04,Fraud,Other,139
1997-05,Fraud,Other,138
1997-06,Fraud,Other,143
1997-07,Fraud,Other,148
1997-08,Fraud,Other,157
1997-09,Fraud,Other,147
1997-10,Fraud,Other,149
1997-11,Fraud,Other,147
1997-12,Fraud,Other,151
1998-01,Fraud,Other,159
1998-02,Fraud,Other,148
1998-03,Fraud,Other,145
1998-04,Fraud,Other,145
1998-05,Fraud,Other,147
1998-06,Fraud,Other,147
1998-07,Fraud,Other,152
1998-08,Fraud,Other,145
1998-09,Fraud,Other,143
1998-10,Fraud,Other,141
1998-11,Fraud,Other,137
1998-12,Fraud,Other,132
1999-01,Fraud,Other,136
1999-02,Fraud,Other,133
1999-03,Fraud,Other,140
1999-04,Fraud,Other,144
1999-05,Fraud,Other,148
1999-06,Fraud,Other,148
1999-07,Fraud,Other,145
1999-08,Fraud,Other,143
1999-09,Fraud,Other,148
1999-10,Fraud,Other,145
1999-11,Fraud,Other,149
1999-12,Fraud,Other,150
2000-01,Fraud,Other,149
2000-02,Fraud,Other,153
2000-03,Fraud,Other,156
2000-04,Fraud,Other,157
2000-05,Fraud,Other,154
2000-06,Fraud,Other,159
2000-07,Fraud,Other,173
2000-08,Fraud,Other,172
2000-09,Fraud,Other,163
2000-10,Fraud,Other,159
2000-11,Fraud,Other,151
2000-12,Fraud,Other,154
2001-01,Fraud,Other,154
2001-02,Fraud,Other,153
2001-03,Fraud,Other,151
2001-04,Fraud,Other,151
2001-05,Fraud,Other,151
2001-06,Fraud,Other,152
2001-07,Fraud,Other,153
2001-08,Fraud,Other,147
2001-09,Fraud,Other,146
2001-10,Fraud,Other,147
2001-11,Fraud,Other,148
2001-12,Fraud,Other,145
2002-01,Fraud,Other,142
2002-02,Fraud,Other,140
2002-03,Fraud,Other,139
2002-04,Fraud,Other,139
2002-05,Fraud,Other,137
2002-06,Fraud,Other,143
2002-07,Fraud,Other,146
2002-08,Fraud,Other,146
2002-09,Fraud,Other,151
2002-10,Fraud,Other,153
2002-11,Fraud,Other,156
2002-12,Fraud,Other,161
2003-01,Fraud,Other,158
2003-02,Fraud,Other,160
2003-03,Fraud,Other,160
2003-04,Fraud,Other,159
2003-05,Fraud,Other,159
2003-06,Fraud,Other,156
2003-07,Fraud,Other,159
2003-08,Fraud,Other,161
2003-09,Fraud,Other,161
2003-10,Fraud,Other,162
2003-11,Fraud,Other,162
2003-12,Fraud,Other,160
2004-01,Fraud,Other,159
2004-02,Fraud,Other,160
2004-03,Fraud,Other,163
2004-04,Fraud,Other,165
2004-05,Fraud,Other,167
2004-06,Fraud,Other,165
2004-07,Fraud,Other,164
2004-08,Fraud,Other,167
2004-09,Fraud,Other,173
2004-10,Fraud,Other,172
2004-11,Fraud,Other,175
2004-12,Fraud,Other,171
2005-01,Fraud,Other,174
2005-02,Fraud,Other,172
2005-03,Fraud,Other,177
2005-04,Fraud,Other,186
2005-05,Fraud,Other,190
2005-06,Fraud,Other,195
2005-07,Fraud,Other,194
2005-08,Fraud,Other,190
2005-09,Fraud,Other,189
2005-10,Fraud,Other,193
2005-11,Fraud,Other,200
2005-12,Fraud,Other,201
2006-01,Fraud,Other,199
2006-02,Fraud,Other,208
2006-03,Fraud,Other,205
2006-04,Fraud,Other,206
2006-05,Fraud,Other,204
2006-06,Fraud,Other,197
2006-07,Fraud,Other,197
2006-08,Fraud,Other,197
2006-09,Fraud,Other,197
2006-10,Fraud,Other,192
2006-11,Fraud,Other,193
2006-12,Fraud,Other,192
2007-01,Fraud,Other,197
2007-02,Fraud,Other,199
2007-03,Fraud,Other,200
2007-04,Fraud,Other,196
2007-05,Fraud,Other,197
2007-06,Fraud,Other,197
2007-07,Fraud,Other,198
2007-08,Fraud,Other,202
2007-09,Fraud,Other,186
2007-10,Fraud,Other,186
2007-11,Fraud,Other,187
2007-12,Fraud,Other,185
2008-01,Fraud,Other,184
2008-02,Fraud,Other,181
2008-03,Fraud,Other,180
2008-04,Fraud,Other,181
2008-05,Fraud,Other,185
2008-06,Fraud,Other,180
2008-07,Fraud,Other,180
2008-08,Fraud,Other,178
2008-09,Fraud,Other,176
2008-10,Fraud,Other,173
2008-11,Fraud,Other,173
2008-12,Fraud,Other,173
2009-01,Fraud,Other,172
2009-02,Fraud,Other,173
2009-03,Fraud,Other,175
2009-04,Fraud,Other,179
2009-05,Fraud,Other,181
2009-06,Fraud,Other,184
2009-07,Fraud,Other,186
2009-08,Fraud,Other,186
2009-09,Fraud,Other,177
2009-10,Fraud,Other,178
2009-11,Fraud,Other,185
2009-12,Fraud,Other,194
2010-01,Fraud,Other,193
2010-02,Fraud,Other,198
2010-03,Fraud,Other,197
2010-04,Fraud,Other,203
2010-05,Fraud,Other,203
2010-06,Fraud,Other,202
2010-07,Fraud,Other,208
2010-08,Fraud,Other,215
2010-09,Fraud,Other,219
2010-10,Fraud,Other,222
2010-11,Fraud,Other,227
2010-12,Fraud,Other,228
2011-01,Fraud,Other,235
2011-02,Fraud,Other,237
2011-03,Fraud,Other,249
2011-04,Fraud,Other,247
2011-05,Fraud,Other,259
2011-06,Fraud,Other,265
2011-07,Fraud,Other,260
2011-08,Fraud,Other,261
2011-09,Fraud,Other,254
2011-10,Fraud,Other,254
2011-11,Fraud,Other,256
2011-12,Fraud,Other,253
2012-01,Fraud,Other,260
2012-02,Fraud,Other,262
2012-03,Fraud,Other,265
2012-04,Fraud,Other,265
2012-05,Fraud,Other,266
2012-06,Fraud,Other,264
2012-07,Fraud,Other,276
2012-08,Fraud,Other,276
2012-09,Fraud,Other,272
2012-10,Fraud,Other,275
2012-11,Fraud,Other,283
2012-12,Fraud,Other,285
2013-01,Fraud,Other,298
2013-02,Fraud,Other,303
2013-03,Fraud,Other,307
2013-04,Fraud,Other,314
2013-05,Fraud,Other,318
2013-06,Fraud,Other,330
2013-07,Fraud,Other,334
2013-08,Fraud,Other,335
2013-09,Fraud,Other,338
2013-10,Fraud,Other,346
2013-11,Fraud,Other,346
2013-12,Fraud,Other,345
2014-01,Fraud,Other,346
2014-02,Fraud,Other,350
2014-03,Fraud,Other,347
2014-04,Fraud,Other,342
2014-05,Fraud,Other,346
2014-06,Fraud,Other,340
2014-07,Fraud,Other,343
2014-08,Fraud,Other,341
2014-09,Fraud,Other,346
2014-10,Fraud,Other,352
2014-11,Fraud,Other,347
2014-12,Fraud,Other,345
2015-01,Fraud,Other,347
2015-02,Fraud,Other,346
2015-03,Fraud,Other,354
2015-04,Fraud,Other,351
2015-05,Fraud,Other,345
2015-06,Fraud,Other,342
2015-07,Fraud,Other,342
2015-08,Fraud,Other,339
2015-09,Fraud,Other,342
2015-10,Fraud,Other,344
2015-11,Fraud,Other,344
2015-12,Fraud,Other,344
2016-01,Fraud,Other,347
2016-02,Fraud,Other,345
2016-03,Fraud,Other,353
2016-04,Fraud,Other,360
2016-05,Fraud,Other,349
2016-06,Fraud,Other,356
2016-07,Fraud,Other,362
2016-08,Fraud,Other,352
2016-09,Fraud,Other,361
2016-10,Fraud,Other,360
2016-11,Fraud,Other,363
2016-12,Fraud,Other,373
2017-01,Fraud,Other,374
2017-02,Fraud,Other,369
2017-03,Fraud,Other,361
2017-04,Fraud,Other,358
2017-05,Fraud,Other,361
2017-06,Fraud,Other,358
2017-07,Fraud,Other,351
2017-08,Fraud,Other,348
2017-09,Fraud,Other,342
2017-10,Fraud,Other,350
2017-11,Fraud,Other,352
2017-12,Fraud,Other,351
2018-01,Fraud,Other,350
2018-02,Fraud,Other,351
2018-03,Fraud,Other,350
2018-04,Fraud,Other,348
2018-05,Fraud,Other,352
2018-06,Fraud,Other,348
2018-07,Fraud,Other,337
2018-08,Fraud,Other,337
2018-09,Fraud,Other,327
2018-10,Fraud,Other,329
2018-11,Fraud,Other,326
2018-12,Fraud,Other,325
2019-01,Fraud,Other,327
2019-02,Fraud,Other,333
2019-03,Fraud,Other,337
2019-04,Fraud,Other,336
2019-05,Fraud,Other,334
2019-06,Fraud,Other,335
2019-07,Fraud,Other,339
2019-08,Fraud,Other,333
2019-09,Fraud,Other,334
2019-10,Fraud,Other,330
2019-11,Fraud,Other,329
2019-12,Fraud,Other,323
2020-01,Fraud,Other,330
2020-02,Fraud,Other,334
2020-03,Fraud,Other,332
2020-04,Fraud,Other,338
2020-05,Fraud,Other,341
2020-06,Fraud,Other,341
2020-07,Fraud,Other,345
2020-08,Fraud,Other,349
2020-09,Fraud,Other,349
2020-10,Fraud,Other,351
2020-11,Fraud,Other,352
2020-12,Fraud,Other,359
2021-01,Fraud,Other,364
2021-02,Fraud,Other,371
2021-03,Fraud,Other,370
2021-04,Fraud,Other,374
2021-05,Fraud,Other,379
2021-06,Fraud,Other,382
2021-07,Fraud,Other,376
2021-08,Fraud,Other,371
2021-09,Fraud,Other,366
2021-10,Fraud,Other,364
2021-11,Fraud,Other,357
2021-12,Fraud,Other,361
2022-01,Fraud,Other,365
2022-02,Fraud,Other,368
2022-03,Fraud,Other,365
2022-04,Fraud,Other,360
2022-05,Fraud,Other,361
2022-06,Fraud,Other,367
2022-07,Fraud,Other,369
2022-08,Fraud,Other,380
2022-09,Fraud,Other,382
2022-10,Fraud,Other,390
2022-11,Fraud,Other,392
2022-12,Fraud,Other,391
2023-01,Fraud,Other,404
2023-02,Fraud,Other,406
2023-03,Fraud,Other,424
2023-04,Fraud,Other,423
2023-05,Fraud,Other,424
2023-06,Fraud,Other,420
2023-07,Fraud,Other,423
2023-08,Fraud,Other,421
2023-09,Fraud,Other,410
2023-10,Fraud,Other,419
2023-11,Fraud,Other,422
2023-12,Fraud,Other,431
2024-01,Fraud,Other,425
2024-02,Fraud,Other,428
2024-03,Fraud,Other,427
2024-04,Fraud,Other,426
2024-05,Fraud,Other,441
2024-06,Fraud,Other,449
2024-07,Fraud,Other,457
2024-08,Fraud,Other,467
2024-09,Fraud,Other,472
2024-10,Fraud,Other,473
2024-11,Fraud,Other,472
2024-12,Fraud,Other,475
2025-01,Fraud,Other,480
2025-02,Fraud,Other,482
2025-03,Fraud,Other,494
2025-04,Fraud,Other,507
2025-05,Fraud,Other,524
2025-06,Fraud,Other,537
2025-07,Fraud,Other,553
2025-08,Fraud,Other,554
2025-09,Fraud,Other,553
2025-10,Fraud,Other,572
2025-11,Fraud,Other,591
2025-12,Fraud,Other,602
2026-01,Fraud,Other,627
2026-02,Fraud,Other,631
2026-03,Fraud,Other,643
2026-04,Fraud,Other,653
2026-05,Fraud,Other,661
2026-06,Fraud,Other,676
2026-07,Fraud,Other,687
1994-10,Immigration,Other,39
1994-11,Immigration,Other,40
1994-12,Immigration,Other,42
1995-01,Immigration,Other,42
1995-02,Immigration,Other,40
1995-03,Immigration,Other,43
1995-04,Immigration,Other,43
1995-05,Immigration,Other,47
1995-06,Immigration,Other,42
1995-07,Immigration,Other,43
1995-08,Immigration,Other,40
1995-09,Immigration,Other,37
1995-10,Immigration,Other,33
1995-11,Immigration,Other,39
1995-12,Immigration,Other,41
1996-01,Immigration,Other,41
1996-02,Immigration,Other,40
1996-03,Immigration,Other,40
1996-04,Immigration,Other,42
1996-05,Immigration,Other,45
1996-06,Immigration,Other,46
1996-07,Immigration,Other,48
1996-08,Immigration,Other,48
1996-09,Immigration,Other,44
1996-10,Immigration,Other,48
1996-11,Immigration,Other,50
1996-12,Immigration,Other,48
1997-01,Immigration,Other,48
1997-02,Immigration,Other,49
1997-03,Immigration,Other,50
1997-04,Immigration,Other,51
1997-05,Immigration,Other,52
1997-06,Immigration,Other,54
1997-07,Immigration,Other,56
1997-08,Immigration,Other,56
1997-09,Immigration,Other,57
1997-10,Immigration,Other,58
1997-11,Immigration,Other,59
1997-12,Immigration,Other,67
1998-01,Immigration,Other,83
1998-02,Immigration,Other,92
1998-03,Immigration,Other,81
1998-04,Immigration,Other,113
1998-05,Immigration,Other,140
1998-06,Immigration,Other,173
1998-07,Immigration,Other,194
1998-08,Immigration,Other,214
1998-09,Immigration,Other,230
1998-10,Immigration,Other,232
1998-11,Immigration,Other,236
1998-12,Immigration,Other,242
1999-01,Immigration,Other,249
1999-02,Immigration,Other,254
1999-03,Immigration,Other,248
1999-04,Immigration,Other,262
1999-05,Immigration,Other,265
1999-06,Immigration,Other,264
1999-07,Immigration,Other,272
1999-08,Immigration,Other,297
1999-09,Immigration,Other,309
1999-10,Immigration,Other,328
1999-11,Immigration,Other,348
1999-12,Immigration,Other,365
2000-01,Immigration,Other,380
2000-02,Immigration,Other,390
2000-03,Immigration,Other,416
2000-04,Immigration,Other,419
2000-05,Immigration,Other,416
2000-06,Immigration,Other,410
2000-07,Immigration,Other,338
2000-08,Immigration,Other,340
2000-09,Immigration,Other,348
2000-10,Immigration,Other,356
2000-11,Immigration,Other,366
2000-12,Immigration,Other,366
2001-01,Immigration,Other,368
2001-02,Immigration,Other,375
2001-03,Immigration,Other,380
2001-04,Immigration,Other,386
2001-05,Immigration,Other,403
2001-06,Immigration,Other,401
2001-07,Immigration,Other,376
2001-08,Immigration,Other,379
2001-09,Immigration,Other,383
2001-10,Immigration,Other,393
2001-11,Immigration,Other,403
2001-12,Immigration,Other,413
2002-01,Immigration,Other,432
2002-02,Immigration,Other,452
2002-03,Immigration,Other,481
2002-04,Immigration,Other,514
2002-05,Immigration,Other,559
2002-06,Immigration,Other,598
2002-07,Immigration,Other,669
2002-08,Immigration,Other,759
2002-09,Immigration,Other,872
2002-10,Immigration,Other,1010
2002-11,Immigration,Other,1198
2002-12,Immigration,Other,1430
2003-01,Immigration,Other,1708
2003-02,Immigration,Other,1940
2003-03,Immigration,Other,2178
2003-04,Immigration,Other,2417
2003-05,Immigration,Other,2659
2003-06,Immigration,Other,2807
2003-07,Immigration,Other,2980
2003-08,Immigration,Other,3113
2003-09,Immigration,Other,3272
2003-10,Immigration,Other,3401
2003-11,Immigration,Other,3585
2003-12,Immigration,Other,3828
2004-01,Immigration,Other,4012
2004-02,Immigration,Other,4127
2004-03,Immigration,Other,4425
2004-04,Immigration,Other,4742
2004-05,Immigration,Other,5088
2004-06,Immigration,Other,5462
2004-07,Immigration,Other,5826
2004-08,Immigration,Other,5998
2004-09,Immigration,Other,6170
2004-10,Immigration,Other,6326
2004-11,Immigration,Other,6461
2004-12,Immigration,Other,6539
2005-01,Immigration,Other,6582
2005-02,Immigration,Other,6629
2005-03,Immigration,Other,6729
2005-04,Immigration,Other,6799
2005-05,Immigration,Other,6940
2005-06,Immigration,Other,7080
2005-07,Immigration,Other,7153
2005-08,Immigration,Other,7154
2005-09,Immigration,Other,7169
2005-10,Immigration,Other,7101
2005-11,Immigration,Other,7089
2005-12,Immigration,Other,6989
2006-01,Immigration,Other,6821
2006-02,Immigration,Other,6658
2006-03,Immigration,Other,6474
2006-04,Immigration,Other,6392
2006-05,Immigration,Other,6123
2006-06,Immigration,Other,5536
2006-07,Immigration,Other,5102
2006-08,Immigration,Other,4587
2006-09,Immigration,Other,4253
2006-10,Immigration,Other,3919
2006-11,Immigration,Other,3676
2006-12,Immigration,Other,3451
2007-01,Immigration,Other,3192
2007-02,Immigration,Other,2972
2007-03,Immigration,Other,2650
2007-04,Immigration,Other,2253
2007-05,Immigration,Other,2023
2007-06,Immigration,Other,1828
2007-07,Immigration,Other,1633
2007-08,Immigration,Other,1385
2007-09,Immigration,Other,1278
2007-10,Immigration,Other,1117
2007-11,Immigration,Other,1054
2007-12,Immigration,Other,997
2008-01,Immigration,Other,884
2008-02,Immigration,Other,806
2008-03,Immigration,Other,688
2008-04,Immigration,Other,608
2008-05,Immigration,Other,536
2008-06,Immigration,Other,470
2008-07,Immigration,Other,433
2008-08,Immigration,Other,363
2008-09,Immigration,Other,340
2008-10,Immigration,Other,309
2008-11,Immigration,Other,296
2008-12,Immigration,Other,270
2009-01,Immigration,Other,252
2009-02,Immigration,Other,238
2009-03,Immigration,Other,223
2009-04,Immigration,Other,205
2009-05,Immigration,Other,192
2009-06,Immigration,Other,176
2009-07,Immigration,Other,171
2009-08,Immigration,Other,157
2009-09,Immigration,Other,139
2009-10,Immigration,Other,125
2009-11,Immigration,Other,115
2009-12,Immigration,Other,113
2010-01,Immigration,Other,112
2010-02,Immigration,Other,113
2010-03,Immigration,Other,102
2010-04,Immigration,Other,98
2010-05,Immigration,Other,90
2010-06,Immigration,Other,89
2010-07,Immigration,Other,82
2010-08,Immigration,Other,78
2010-09,Immigration,Other,72
2010-10,Immigration,Other,72
2010-11,Immigration,Other,71
2010-12,Immigration,Other,77
2011-01,Immigration,Other,78
2011-02,Immigration,Other,74
2011-03,Immigration,Other,74
2011-04,Immigration,Other,71
2011-05,Immigration,Other,73
2011-06,Immigration,Other,74
2011-07,Immigration,Other,66
2011-08,Immigration,Other,63
2011-09,Immigration,Other,61
2011-10,Immigration,Other,57
2011-11,Immigration,Other,59
2011-12,Immigration,Other,58
2012-01,Immigration,Other,60
2012-02,Immigration,Other,63
2012-03,Immigration,Other,64
2012-04,Immigration,Other,59
2012-05,Immigration,Other,57
2012-06,Immigration,Other,58
2012-07,Immigration,Other,62
2012-08,Immigration,Other,61
2012-09,Immigration,Other,57
2012-10,Immigration,Other,56
2012-11,Immigration,Other,56
2012-12,Immigration,Other,55
2013-01,Immigration,Other,58
2013-02,Immigration,Other,60
2013-03,Immigration,Other,53
2013-04,Immigration,Other,53
2013-05,Immigration,Other,53
2013-06,Immigration,Other,51
2013-07,Immigration,Other,52
2013-08,Immigration,Other,55
2013-09,Immigration,Other,51
2013-10,Immigration,Other,45
2013-11,Immigration,Other,44
2013-12,Immigration,Other,47
2014-01,Immigration,Other,46
2014-02,Immigration,Other,45
2014-03,Immigration,Other,46
2014-04,Immigration,Other,46
2014-05,Immigration,Other,43
2014-06,Immigration,Other,41
2014-07,Immigration,Other,41
2014-08,Immigration,Other,42
2014-09,Immigration,Other,41
2014-10,Immigration,Other,36
2014-11,Immigration,Other,37
2014-12,Immigration,Other,34
2015-01,Immigration,Other,29
2015-02,Immigration,Other,28
2015-03,Immigration,Other,25
2015-04,Immigration,Other,24
2015-05,Immigration,Other,23
2015-06,Immigration,Other,24
2015-07,Immigration,Other,26
2015-08,Immigration,Other,29
2015-09,Immigration,Other,30
2015-10,Immigration,Other,26
2015-11,Immigration,Other,27
2015-12,Immigration,Other,26
2016-01,Immigration,Other,24
2016-02,Immigration,Other,21
2016-03,Immigration,Other,20
2016-04,Immigration,Other,18
2016-05,Immigration,Other,17
2016-06,Immigration,Other,18
2016-07,Immigration,Other,17
2016-08,Immigration,Other,22
2016-09,Immigration,Other,22
2016-10,Immigration,Other,24
2016-11,Immigration,Other,25
2016-12,Immigration,Other,26
2017-01,Immigration,Other,31
2017-02,Immigration,Other,34
2017-03,Immigration,Other,34
2017-04,Immigration,Other,32
2017-05,Immigration,Other,43
2017-06,Immigration,Other,51
2017-07,Immigration,Other,47
2017-08,Immigration,Other,52
2017-09,Immigration,Other,50
2017-10,Immigration,Other,46
2017-11,Immigration,Other,48
2017-12,Immigration,Other,42
2018-01,Immigration,Other,39
2018-02,Immigration,Other,39
2018-03,Immigration,Other,40
2018-04,Immigration,Other,41
2018-05,Immigration,Other,41
2018-06,Immigration,Other,43
2018-07,Immigration,Other,44
2018-08,Immigration,Other,43
2018-09,Immigration,Other,41
2018-10,Immigration,Other,36
2018-11,Immigration,Other,37
2018-12,Immigration,Other,35
2019-01,Immigration,Other,44
2019-02,Immigration,Other,38
2019-03,Immigration,Other,31
2019-04,Immigration,Other,31
2019-05,Immigration,Other,32
2019-06,Immigration,Other,31
2019-07,Immigration,Other,31
2019-08,Immigration,Other,26
2019-09,Immigration,Other,20
2019-10,Immigration,Other,18
2019-11,Immigration,Other,23
2019-12,Immigration,Other,25
2020-01,Immigration,Other,23
2020-02,Immigration,Other,23
2020-03,Immigration,Other,23
2020-04,Immigration,Other,27
2020-05,Immigration,Other,29
2020-06,Immigration,Other,22
2020-07,Immigration,Other,24
2020-08,Immigration,Other,23
2020-09,Immigration,Other,23
2020-10,Immigration,Other,21
2020-11,Immigration,Other,22
2020-12,Immigration,Other,22
2021-01,Immigration,Other,19
2021-02,Immigration,Other,22
2021-03,Immigration,Other,22
2021-04,Immigration,Other,23
2021-05,Immigration,Other,31
2021-06,Immigration,Other,42
2021-07,Immigration,Other,43
2021-08,Immigration,Other,42
2021-09,Immigration,Other,40
2021-10,Immigration,Other,39
2021-11,Immigration,Other,34
2021-12,Immigration,Other,32
2022-01,Immigration,Other,33
2022-02,Immigration,Other,32
2022-03,Immigration,Other,32
2022-04,Immigration,Other,29
2022-05,Immigration,Other,30
2022-06,Immigration,Other,28
2022-07,Immigration,Other,32
2022-08,Immigration,Other,31
2022-09,Immigration,Other,31
2022-10,Immigration,Other,28
2022-11,Immigration,Other,27
2022-12,Immigration,Other,30
2023-01,Immigration,Other,30
2023-02,Immigration,Other,32
2023-03,Immigration,Other,30
2023-04,Immigration,Other,30
2023-05,Immigration,Other,28
2023-06,Immigration,Other,29
2023-07,Immigration,Other,35
2023-08,Immigration,Other,33
2023-09,Immigration,Other,31
2023-10,Immigration,Other,30
2023-11,Immigration,Other,27
2023-12,Immigration,Other,28
2024-01,Immigration,Other,29
2024-02,Immigration,Other,26
2024-03,Immigration,Other,24
2024-04,Immigration,Other,24
2024-05,Immigration,Other,23
2024-06,Immigration,Other,24
2024-07,Immigration,Other,22
2024-08,Immigration,Other,24
2024-09,Immigration,Other,24
2024-10,Immigration,Other,22
2024-11,Immigration,Other,23
2024-12,Immigration,Other,26
2025-01,Immigration,Other,26
2025-02,Immigration,Other,24
2025-03,Immigration,Other,22
