ym,category,role,cases_pending
2007-02,Commercial Litigation,Plaintiff,2491
2007-03,Commercial Litigation,Plaintiff,2493
2007-04,Commercial Litigation,Plaintiff,2476
2007-05,Commercial Litigation,Plaintiff,2445
2007-06,Commercial Litigation,Plaintiff,2426
2007-07,Commercial Litigation,Plaintiff,2450
2007-08,Commercial Litigation,Plaintiff,2413
2007-09,Commercial Litigation,Plaintiff,2352
2007-10,Commercial Litigation,Plaintiff,2294
2007-11,Commercial Litigation,Plaintiff,2289
2007-12,Commercial Litigation,Plaintiff,2268
2008-01,Commercial Litigation,Plaintiff,2280
2008-02,Commercial Litigation,Plaintiff,2231
2008-03,Commercial Litigation,Plaintiff,2158
2008-04,Commercial Litigation,Plaintiff,2129
2008-05,Commercial Litigation,Plaintiff,2087
2008-06,Commercial Litigation,Plaintiff,2025
2008-07,Commercial Litigation,Plaintiff,1973
2008-08,Commercial Litigation,Plaintiff,1886
2008-09,Commercial Litigation,Plaintiff,1855
2008-10,Commercial Litigation,Plaintiff,1831
2008-11,Commercial Litigation,Plaintiff,1803
2008-12,Commercial Litigation,Plaintiff,1766
2009-01,Commercial Litigation,Plaintiff,1712
2009-02,Commercial Litigation,Plaintiff,1703
2009-03,Commercial Litigation,Plaintiff,1661
2009-04,Commercial Litigation,Plaintiff,1659
2009-05,Commercial Litigation,Plaintiff,1613
2009-06,Commercial Litigation,Plaintiff,1574
2009-07,Commercial Litigation,Plaintiff,1563
2009-08,Commercial Litigation,Plaintiff,1537
2009-09,Commercial Litigation,Plaintiff,1519
2009-10,Commercial Litigation,Plaintiff,1495
2009-11,Commercial Litigation,Plaintiff,1490
2009-12,Commercial Litigation,Plaintiff,1489
2010-01,Commercial Litigation,Plaintiff,1462
2010-02,Commercial Litigation,Plaintiff,1455
2010-03,Commercial Litigation,Plaintiff,1432
2010-04,Commercial Litigation,Plaintiff,1437
2010-05,Commercial Litigation,Plaintiff,1428
2010-06,Commercial Litigation,Plaintiff,1435
2010-07,Commercial Litigation,Plaintiff,1428
2010-08,Commercial Litigation,Plaintiff,1397
2010-09,Commercial Litigation,Plaintiff,1392
2010-10,Commercial Litigation,Plaintiff,1405
2010-11,Commercial Litigation,Plaintiff,1413
2010-12,Commercial Litigation,Plaintiff,1391
2011-01,Commercial Litigation,Plaintiff,1401
2011-02,Commercial Litigation,Plaintiff,1385
2011-03,Commercial Litigation,Plaintiff,1371
2011-04,Commercial Litigation,Plaintiff,1374
2011-05,Commercial Litigation,Plaintiff,1335
2011-06,Commercial Litigation,Plaintiff,1336
2011-07,Commercial Litigation,Plaintiff,1345
2011-08,Commercial Litigation,Plaintiff,1345
2011-09,Commercial Litigation,Plaintiff,1353
2011-10,Commercial Litigation,Plaintiff,1362
2011-11,Commercial Litigation,Plaintiff,1369
2011-12,Commercial Litigation,Plaintiff,1356
2012-01,Commercial Litigation,Plaintiff,1382
2012-02,Commercial Litigation,Plaintiff,1379
2012-03,Commercial Litigation,Plaintiff,1351
2012-04,Commercial Litigation,Plaintiff,1332
2012-05,Commercial Litigation,Plaintiff,1318
2012-06,Commercial Litigation,Plaintiff,1303
2012-07,Commercial Litigation,Plaintiff,1320
2012-08,Commercial Litigation,Plaintiff,1332
2012-09,Commercial Litigation,Plaintiff,1352
2012-10,Commercial Litigation,Plaintiff,1335
2012-11,Commercial Litigation,Plaintiff,1328
2012-12,Commercial Litigation,Plaintiff,1311
2013-01,Commercial Litigation,Plaintiff,1293
2013-02,Commercial Litigation,Plaintiff,1287
2013-03,Commercial Litigation,Plaintiff,1291
2013-04,Commercial Litigation,Plaintiff,1283
2013-05,Commercial Litigation,Plaintiff,1289
2013-06,Commercial Litigation,Plaintiff,1286
2013-07,Commercial Litigation,Plaintiff,1288
2013-08,Commercial Litigation,Plaintiff,1273
2013-09,Commercial Litigation,Plaintiff,1254
2013-10,Commercial Litigation,Plaintiff,1240
2013-11,Commercial Litigation,Plaintiff,1242
2013-12,Commercial Litigation,Plaintiff,1246
2014-01,Commercial Litigation,Plaintiff,1230
2014-02,Commercial Litigation,Plaintiff,1228
2014-03,Commercial Litigation,Plaintiff,1199
2014-04,Commercial Litigation,Plaintiff,1182
2014-05,Commercial Litigation,Plaintiff,1186
2014-06,Commercial Litigation,Plaintiff,1171
2014-07,Commercial Litigation,Plaintiff,1185
2014-08,Commercial Litigation,Plaintiff,1198
2014-09,Commercial Litigation,Plaintiff,1159
2014-10,Commercial Litigation,Plaintiff,1162
2014-11,Commercial Litigation,Plaintiff,1178
2014-12,Commercial Litigation,Plaintiff,1177
2015-01,Commercial Litigation,Plaintiff,1163
2015-02,Commercial Litigation,Plaintiff,1160
2015-03,Commercial Litigation,Plaintiff,1144
2015-04,Commercial Litigation,Plaintiff,1144
2015-05,Commercial Litigation,Plaintiff,1144
2015-06,Commercial Litigation,Plaintiff,1134
2015-07,Commercial Litigation,Plaintiff,1129
2015-08,Commercial Litigation,Plaintiff,1109
2015-09,Commercial Litigation,Plaintiff,1064
2015-10,Commercial Litigation,Plaintiff,1048
2015-11,Commercial Litigation,Plaintiff,1061
2015-12,Commercial Litigation,Plaintiff,1047
2016-01,Commercial Litigation,Plaintiff,1034
2016-02,Commercial Litigation,Plaintiff,1036
2016-03,Commercial Litigation,Plaintiff,1050
2016-04,Commercial Litigation,Plaintiff,1065
2016-05,Commercial Litigation,Plaintiff,1056
2016-06,Commercial Litigation,Plaintiff,1045
2016-07,Commercial Litigation,Plaintiff,1035
2016-08,Commercial Litigation,Plaintiff,1018
2016-09,Commercial Litigation,Plaintiff,992
2016-10,Commercial Litigation,Plaintiff,992
2016-11,Commercial Litigation,Plaintiff,999
2016-12,Commercial Litigation,Plaintiff,995
2017-01,Commercial Litigation,Plaintiff,992
2017-02,Commercial Litigation,Plaintiff,1015
2017-03,Commercial Litigation,Plaintiff,1041
2017-04,Commercial Litigation,Plaintiff,1101
2017-05,Commercial Litigation,Plaintiff,1167
2017-06,Commercial Litigation,Plaintiff,1217
2017-07,Commercial Litigation,Plaintiff,1292
2017-08,Commercial Litigation,Plaintiff,1454
2017-09,Commercial Litigation,Plaintiff,1629
2017-10,Commercial Litigation,Plaintiff,1796
2017-11,Commercial Litigation,Plaintiff,1932
2017-12,Commercial Litigation,Plaintiff,2001
2018-01,Commercial Litigation,Plaintiff,2096
2018-02,Commercial Litigation,Plaintiff,2207
2018-03,Commercial Litigation,Plaintiff,2331
2018-04,Commercial Litigation,Plaintiff,2432
2018-05,Commercial Litigation,Plaintiff,2561
2018-06,Commercial Litigation,Plaintiff,2710
2018-07,Commercial Litigation,Plaintiff,2758
2018-08,Commercial Litigation,Plaintiff,2857
2018-09,Commercial Litigation,Plaintiff,2962
2018-10,Commercial Litigation,Plaintiff,3091
2018-11,Commercial Litigation,Plaintiff,3154
2018-12,Commercial Litigation,Plaintiff,3260
2019-01,Commercial Litigation,Plaintiff,3414
2019-02,Commercial Litigation,Plaintiff,3475
2019-03,Commercial Litigation,Plaintiff,3557
2019-04,Commercial Litigation,Plaintiff,3673
2019-05,Commercial Litigation,Plaintiff,3710
2019-06,Commercial Litigation,Plaintiff,3796
2019-07,Commercial Litigation,Plaintiff,3888
2019-08,Commercial Litigation,Plaintiff,3994
2019-09,Commercial Litigation,Plaintiff,3980
2019-10,Commercial Litigation,Plaintiff,4083
2019-11,Commercial Litigation,Plaintiff,4164
2019-12,Commercial Litigation,Plaintiff,4158
2020-01,Commercial Litigation,Plaintiff,4235
2020-02,Commercial Litigation,Plaintiff,4265
2020-03,Commercial Litigation,Plaintiff,4198
2020-04,Commercial Litigation,Plaintiff,4184
2020-05,Commercial Litigation,Plaintiff,4172
2020-06,Commercial Litigation,Plaintiff,4142
2020-07,Commercial Litigation,Plaintiff,4139
2020-08,Commercial Litigation,Plaintiff,4150
2020-09,Commercial Litigation,Plaintiff,4147
2020-10,Commercial Litigation,Plaintiff,4146
2020-11,Commercial Litigation,Plaintiff,4148
2020-12,Commercial Litigation,Plaintiff,4155
2021-01,Commercial Litigation,Plaintiff,3990
2021-02,Commercial Litigation,Plaintiff,3858
2021-03,Commercial Litigation,Plaintiff,3720
2021-04,Commercial Litigation,Plaintiff,3594
2021-05,Commercial Litigation,Plaintiff,3544
2021-06,Commercial Litigation,Plaintiff,3509
2021-07,Commercial Litigation,Plaintiff,3446
2021-08,Commercial Litigation,Plaintiff,3409
2021-09,Commercial Litigation,Plaintiff,3342
2021-10,Commercial Litigation,Plaintiff,3279
2021-11,Commercial Litigation,Plaintiff,3224
2021-12,Commercial Litigation,Plaintiff,3157
2022-01,Commercial Litigation,Plaintiff,3137
2022-02,Commercial Litigation,Plaintiff,3157
2022-03,Commercial Litigation,Plaintiff,3102
2022-04,Commercial Litigation,Plaintiff,3073
2022-05,Commercial Litigation,Plaintiff,2972
2022-06,Commercial Litigation,Plaintiff,2948
2022-07,Commercial Litigation,Plaintiff,2943
2022-08,Commercial Litigation,Plaintiff,2975
2022-09,Commercial Litigation,Plaintiff,2843
2022-10,Commercial Litigation,Plaintiff,2685
2022-11,Commercial Litigation,Plaintiff,2437
2022-12,Commercial Litigation,Plaintiff,2440
2023-01,Commercial Litigation,Plaintiff,2437
2023-02,Commercial Litigation,Plaintiff,2439
2023-03,Commercial Litigation,Plaintiff,2434
2023-04,Commercial Litigation,Plaintiff,2428
2023-05,Commercial Litigation,Plaintiff,2397
2023-06,Commercial Litigation,Plaintiff,2363
2023-07,Commercial Litigation,Plaintiff,2347
2023-08,Commercial Litigation,Plaintiff,2300
2023-09,Commercial Litigation,Plaintiff,2267
2023-10,Commercial Litigation,Plaintiff,2159
2023-11,Commercial Litigation,Plaintiff,2097
2023-12,Commercial Litigation,Plaintiff,2085
2024-01,Commercial Litigation,Plaintiff,2061
2024-02,Commercial Litigation,Plaintiff,2054
2024-03,Commercial Litigation,Plaintiff,1968
2024-04,Commercial Litigation,Plaintiff,1944
2024-05,Commercial Litigation,Plaintiff,1950
2024-06,Commercial Litigation,Plaintiff,1951
2024-07,Commercial Litigation,Plaintiff,1939
2024-08,Commercial Litigation,Plaintiff,1938
2024-09,Commercial Litigation,Plaintiff,1930
2024-10,Commercial Litigation,Plaintiff,1934
2024-11,Commercial Litigation,Plaintiff,1926
2024-12,Commercial Litigation,Plaintiff,1936
2025-01,Commercial Litigation,Plaintiff,1935
2025-02,Commercial Litigation,Plaintiff,1927
2025-03,Commercial Litigation,Plaintiff,1907
2025-04,Commercial Litigation,Plaintiff,1902
2025-05,Commercial Litigation,Plaintiff,1894
2025-06,Commercial Litigation,Plaintiff,1888
2025-07,Commercial Litigation,Plaintiff,1887
2025-08,Commercial Litigation,Plaintiff,1882
2025-09,Commercial Litigation,Plaintiff,1882
2025-10,Commercial Litigation,Plaintiff,1881
2025-11,Commercial Litigation,Plaintiff,1884
2025-12,Commercial Litigation,Plaintiff,1884
2026-01,Commercial Litigation,Plaintiff,1889
2026-02,Commercial Litigation,Plaintiff,1884
2026-03,Commercial Litigation,Plaintiff,1878
2026-04,Commercial Litigation,Plaintiff,1887
2026-05,Commercial Litigation,Plaintiff,1879
2026-06,Commercial Litigation,Plaintiff,1883
2026-07,Commercial Litigation,Plaintiff,1889
1994-10,Employment Discrimination,Plaintiff,50
1994-11,Employment Discrimination,Plaintiff,48
1994-12,Employment Discrimination,Plaintiff,53
1995-01,Employment Discrimination,Plaintiff,55
1995-02,Employment Discrimination,Plaintiff,56
1995-03,Employment Discrimination,Plaintiff,56
1995-04,Employment Discrimination,Plaintiff,58
1995-05,Employment Discrimination,Plaintiff,60
1995-06,Employment Discrimination,Plaintiff,56
1995-07,Employment Discrimination,Plaintiff,53
1995-08,Employment Discrimination,Plaintiff,51
1995-09,Employment Discrimination,Plaintiff,44
1995-10,Employment Discrimination,Plaintiff,45
1995-11,Employment Discrimination,Plaintiff,44
1995-12,Employment Discrimination,Plaintiff,43
1996-01,Employment Discrimination,Plaintiff,43
1996-02,Employment Discrimination,Plaintiff,44
1996-03,Employment Discrimination,Plaintiff,44
1996-04,Employment Discrimination,Plaintiff,39
1996-05,Employment Discrimination,Plaintiff,43
1996-06,Employment Discrimination,Plaintiff,41
1996-07,Employment Discrimination,Plaintiff,40
1996-08,Employment Discrimination,Plaintiff,41
1996-09,Employment Discrimination,Plaintiff,39
1996-10,Employment Discrimination,Plaintiff,36
1996-11,Employment Discrimination,Plaintiff,36
1996-12,Employment Discrimination,Plaintiff,38
1997-01,Employment Discrimination,Plaintiff,39
1997-02,Employment Discrimination,Plaintiff,37
1997-03,Employment Discrimination,Plaintiff,37
1997-04,Employment Discrimination,Plaintiff,37
1997-05,Employment Discrimination,Plaintiff,37
1997-06,Employment Discrimination,Plaintiff,36
1997-07,Employment Discrimination,Plaintiff,42
1997-08,Employment Discrimination,Plaintiff,40
1997-09,Employment Discrimination,Plaintiff,36
1997-10,Employment Discrimination,Plaintiff,34
1997-11,Employment Discrimination,Plaintiff,32
1997-12,Employment Discrimination,Plaintiff,30
1998-01,Employment Discrimination,Plaintiff,27
1998-02,Employment Discrimination,Plaintiff,24
1998-03,Employment Discrimination,Plaintiff,23
1998-04,Employment Discrimination,Plaintiff,22
1998-05,Employment Discrimination,Plaintiff,21
1998-06,Employment Discrimination,Plaintiff,22
1998-07,Employment Discrimination,Plaintiff,22
1998-08,Employment Discrimination,Plaintiff,20
1998-09,Employment Discrimination,Plaintiff,19
1998-10,Employment Discrimination,Plaintiff,18
1998-11,Employment Discrimination,Plaintiff,17
1998-12,Employment Discrimination,Plaintiff,16
1999-01,Employment Discrimination,Plaintiff,15
1999-02,Employment Discrimination,Plaintiff,15
1999-03,Employment Discrimination,Plaintiff,16
1999-04,Employment Discrimination,Plaintiff,16
1999-05,Employment Discrimination,Plaintiff,14
1999-06,Employment Discrimination,Plaintiff,16
1999-07,Employment Discrimination,Plaintiff,15
1999-08,Employment Discrimination,Plaintiff,14
1999-09,Employment Discrimination,Plaintiff,14
1999-10,Employment Discrimination,Plaintiff,12
1999-11,Employment Discrimination,Plaintiff,12
1999-12,Employment Discrimination,Plaintiff,12
2000-01,Employment Discrimination,Plaintiff,12
2000-02,Employment Discrimination,Plaintiff,12
2000-03,Employment Discrimination,Plaintiff,12
2000-04,Employment Discrimination,Plaintiff,9
2000-05,Employment Discrimination,Plaintiff,11
2000-06,Employment Discrimination,Plaintiff,12
2000-07,Employment Discrimination,Plaintiff,12
2000-08,Employment Discrimination,Plaintiff,13
2000-09,Employment Discrimination,Plaintiff,13
2000-10,Employment Discrimination,Plaintiff,10
2000-11,Employment Discrimination,Plaintiff,10
2000-12,Employment Discrimination,Plaintiff,10
2001-01,Employment Discrimination,Plaintiff,11
2001-02,Employment Discrimination,Plaintiff,11
2001-03,Employment Discrimination,Plaintiff,10
2001-04,Employment Discrimination,Plaintiff,11
2001-05,Employment Discrimination,Plaintiff,10
2001-06,Employment Discrimination,Plaintiff,11
2001-07,Employment Discrimination,Plaintiff,10
2001-08,Employment Discrimination,Plaintiff,10
2001-09,Employment Discrimination,Plaintiff,10
2001-10,Employment Discrimination,Plaintiff,10
2001-11,Employment Discrimination,Plaintiff,10
2001-12,Employment Discrimination,Plaintiff,11
2002-01,Employment Discrimination,Plaintiff,11
2002-02,Employment Discrimination,Plaintiff,10
2002-03,Employment Discrimination,Plaintiff,10
2002-04,Employment Discrimination,Plaintiff,10
2002-05,Employment Discrimination,Plaintiff,10
2002-06,Employment Discrimination,Plaintiff,10
2002-07,Employment Discrimination,Plaintiff,9
2002-08,Employment Discrimination,Plaintiff,8
2002-09,Employment Discrimination,Plaintiff,8
2002-10,Employment Discrimination,Plaintiff,7
2002-11,Employment Discrimination,Plaintiff,7
2002-12,Employment Discrimination,Plaintiff,7
2003-01,Employment Discrimination,Plaintiff,6
2003-02,Employment Discrimination,Plaintiff,7
2003-03,Employment Discrimination,Plaintiff,8
2003-04,Employment Discrimination,Plaintiff,7
2003-05,Employment Discrimination,Plaintiff,7
2003-06,Employment Discrimination,Plaintiff,7
2003-07,Employment Discrimination,Plaintiff,8
2003-08,Employment Discrimination,Plaintiff,8
2003-09,Employment Discrimination,Plaintiff,8
2003-10,Employment Discrimination,Plaintiff,12
2003-11,Employment Discrimination,Plaintiff,13
2003-12,Employment Discrimination,Plaintiff,13
2004-01,Employment Discrimination,Plaintiff,13
2004-02,Employment Discrimination,Plaintiff,13
2004-03,Employment Discrimination,Plaintiff,16
2004-04,Employment Discrimination,Plaintiff,16
2004-05,Employment Discrimination,Plaintiff,14
2004-06,Employment Discrimination,Plaintiff,14
2004-07,Employment Discrimination,Plaintiff,14
2004-08,Employment Discrimination,Plaintiff,14
2004-09,Employment Discrimination,Plaintiff,14
2004-10,Employment Discrimination,Plaintiff,14
2004-11,Employment Discrimination,Plaintiff,14
2004-12,Employment Discrimination,Plaintiff,15
2005-01,Employment Discrimination,Plaintiff,15
2005-02,Employment Discrimination,Plaintiff,17
2005-03,Employment Discrimination,Plaintiff,16
2005-04,Employment Discrimination,Plaintiff,15
2005-05,Employment Discrimination,Plaintiff,13
2005-06,Employment Discrimination,Plaintiff,12
2005-07,Employment Discrimination,Plaintiff,12
2005-08,Employment Discrimination,Plaintiff,12
2005-09,Employment Discrimination,Plaintiff,12
2005-10,Employment Discrimination,Plaintiff,12
2005-11,Employment Discrimination,Plaintiff,12
2005-12,Employment Discrimination,Plaintiff,11
2006-01,Employment Discrimination,Plaintiff,11
2006-02,Employment Discrimination,Plaintiff,11
2006-03,Employment Discrimination,Plaintiff,11
2006-04,Employment Discrimination,Plaintiff,11
2006-05,Employment Discrimination,Plaintiff,12
2006-06,Employment Discrimination,Plaintiff,11
2006-07,Employment Discrimination,Plaintiff,11
2006-08,Employment Discrimination,Plaintiff,12
2006-09,Employment Discrimination,Plaintiff,10
2006-10,Employment Discrimination,Plaintiff,10
2006-11,Employment Discrimination,Plaintiff,10
2006-12,Employment Discrimination,Plaintiff,12
2007-01,Employment Discrimination,Plaintiff,13
2007-02,Employment Discrimination,Plaintiff,13
2007-03,Employment Discrimination,Plaintiff,13
2007-04,Employment Discrimination,Plaintiff,13
2007-05,Employment Discrimination,Plaintiff,14
2007-06,Employment Discrimination,Plaintiff,14
2007-07,Employment Discrimination,Plaintiff,13
2007-08,Employment Discrimination,Plaintiff,13
2007-09,Employment Discrimination,Plaintiff,12
2007-10,Employment Discrimination,Plaintiff,11
2007-11,Employment Discrimination,Plaintiff,11
2007-12,Employment Discrimination,Plaintiff,12
2008-01,Employment Discrimination,Plaintiff,12
2008-02,Employment Discrimination,Plaintiff,12
2008-03,Employment Discrimination,Plaintiff,14
2008-04,Employment Discrimination,Plaintiff,13
2008-05,Employment Discrimination,Plaintiff,14
2008-06,Employment Discrimination,Plaintiff,14
2008-07,Employment Discrimination,Plaintiff,14
2008-08,Employment Discrimination,Plaintiff,14
2008-09,Employment Discrimination,Plaintiff,15
2008-10,Employment Discrimination,Plaintiff,14
2008-11,Employment Discrimination,Plaintiff,14
2008-12,Employment Discrimination,Plaintiff,13
2009-01,Employment Discrimination,Plaintiff,13
2009-02,Employment Discrimination,Plaintiff,12
2009-03,Employment Discrimination,Plaintiff,12
2009-04,Employment Discrimination,Plaintiff,12
2009-05,Employment Discrimination,Plaintiff,12
2009-06,Employment Discrimination,Plaintiff,10
2009-07,Employment Discrimination,Plaintiff,11
2009-08,Employment Discrimination,Plaintiff,11
2009-09,Employment Discrimination,Plaintiff,12
2009-10,Employment Discrimination,Plaintiff,12
2009-11,Employment Discrimination,Plaintiff,13
2009-12,Employment Discrimination,Plaintiff,11
2010-01,Employment Discrimination,Plaintiff,11
2010-02,Employment Discrimination,Plaintiff,11
2010-03,Employment Discrimination,Plaintiff,11
2010-04,Employment Discrimination,Plaintiff,9
2010-05,Employment Discrimination,Plaintiff,9
2010-06,Employment Discrimination,Plaintiff,8
2010-07,Employment Discrimination,Plaintiff,7
2010-08,Employment Discrimination,Plaintiff,7
2010-09,Employment Discrimination,Plaintiff,8
2010-10,Employment Discrimination,Plaintiff,7
2010-11,Employment Discrimination,Plaintiff,7
2010-12,Employment Discrimination,Plaintiff,7
2011-01,Employment Discrimination,Plaintiff,7
2011-02,Employment Discrimination,Plaintiff,8
2011-03,Employment Discrimination,Plaintiff,8
2011-04,Employment Discrimination,Plaintiff,9
2011-05,Employment Discrimination,Plaintiff,8
2011-06,Employment Discrimination,Plaintiff,8
2011-07,Employment Discrimination,Plaintiff,9
2011-08,Employment Discrimination,Plaintiff,10
2011-09,Employment Discrimination,Plaintiff,11
2011-10,Employment Discrimination,Plaintiff,10
2011-11,Employment Discrimination,Plaintiff,12
2011-12,Employment Discrimination,Plaintiff,11
2012-01,Employment Discrimination,Plaintiff,10
2012-02,Employment Discrimination,Plaintiff,10
2012-03,Employment Discrimination,Plaintiff,9
2012-04,Employment Discrimination,Plaintiff,9
2012-05,Employment Discrimination,Plaintiff,7
2012-06,Employment Discrimination,Plaintiff,7
2012-07,Employment Discrimination,Plaintiff,8
2012-08,Employment Discrimination,Plaintiff,9
2012-09,Employment Discrimination,Plaintiff,9
2012-10,Employment Discrimination,Plaintiff,8
2012-11,Employment Discrimination,Plaintiff,5
2012-12,Employment Discrimination,Plaintiff,5
2013-01,Employment Discrimination,Plaintiff,5
2013-02,Employment Discrimination,Plaintiff,5
2013-03,Employment Discrimination,Plaintiff,4
2013-04,Employment Discrimination,Plaintiff,5
2013-05,Employment Discrimination,Plaintiff,5
2013-06,Employment Discrimination,Plaintiff,5
2013-07,Employment Discrimination,Plaintiff,6
2013-08,Employment Discrimination,Plaintiff,5
2013-09,Employment Discrimination,Plaintiff,7
2013-10,Employment Discrimination,Plaintiff,8
2013-11,Employment Discrimination,Plaintiff,8
2013-12,Employment Discrimination,Plaintiff,7
2014-01,Employment Discrimination,Plaintiff,7
2014-02,Employment Discrimination,Plaintiff,8
2014-03,Employment Discrimination,Plaintiff,10
2014-04,Employment Discrimination,Plaintiff,9
