ym,category,reason,declined
1996-07,Theft,Insufficient Evidence,26
1996-08,Theft,Insufficient Evidence,30
1996-09,Theft,Insufficient Evidence,24
1996-10,Theft,Insufficient Evidence,37
1996-11,Theft,Insufficient Evidence,24
1996-12,Theft,Insufficient Evidence,32
1997-01,Theft,Insufficient Evidence,39
1997-02,Theft,Insufficient Evidence,30
1997-03,Theft,Insufficient Evidence,23
1997-04,Theft,Insufficient Evidence,19
1997-05,Theft,Insufficient Evidence,20
1997-06,Theft,Insufficient Evidence,17
1997-07,Theft,Insufficient Evidence,34
1997-08,Theft,Insufficient Evidence,28
1997-09,Theft,Insufficient Evidence,30
1997-10,Theft,Insufficient Evidence,24
1997-11,Theft,Insufficient Evidence,10
1997-12,Theft,Insufficient Evidence,12
1998-01,Theft,Insufficient Evidence,28
1998-02,Theft,Insufficient Evidence,35
1998-03,Theft,Insufficient Evidence,33
1998-04,Theft,Insufficient Evidence,30
1998-05,Theft,Insufficient Evidence,23
1998-06,Theft,Insufficient Evidence,26
1998-07,Theft,Insufficient Evidence,31
1998-08,Theft,Insufficient Evidence,33
1998-09,Theft,Insufficient Evidence,49
1998-10,Theft,Insufficient Evidence,15
1998-11,Theft,Insufficient Evidence,24
1998-12,Theft,Insufficient Evidence,20
1999-01,Theft,Insufficient Evidence,21
1999-02,Theft,Insufficient Evidence,21
1999-03,Theft,Insufficient Evidence,29
1999-04,Theft,Insufficient Evidence,48
1999-05,Theft,Insufficient Evidence,25
1999-06,Theft,Insufficient Evidence,48
1999-07,Theft,Insufficient Evidence,27
1999-08,Theft,Insufficient Evidence,36
1999-09,Theft,Insufficient Evidence,18
1999-10,Theft,Insufficient Evidence,21
1999-11,Theft,Insufficient Evidence,23
1999-12,Theft,Insufficient Evidence,28
2000-01,Theft,Insufficient Evidence,20
2000-02,Theft,Insufficient Evidence,25
2000-03,Theft,Insufficient Evidence,58
2000-04,Theft,Insufficient Evidence,23
2000-05,Theft,Insufficient Evidence,23
2000-06,Theft,Insufficient Evidence,25
2000-07,Theft,Insufficient Evidence,28
2000-08,Theft,Insufficient Evidence,21
2000-09,Theft,Insufficient Evidence,24
2000-10,Theft,Insufficient Evidence,28
2000-11,Theft,Insufficient Evidence,17
2000-12,Theft,Insufficient Evidence,13
2001-01,Theft,Insufficient Evidence,27
2001-02,Theft,Insufficient Evidence,15
2001-03,Theft,Insufficient Evidence,49
2001-04,Theft,Insufficient Evidence,33
2001-05,Theft,Insufficient Evidence,15
2001-06,Theft,Insufficient Evidence,25
2001-07,Theft,Insufficient Evidence,25
2001-08,Theft,Insufficient Evidence,29
2001-09,Theft,Insufficient Evidence,20
2001-10,Theft,Insufficient Evidence,43
2001-11,Theft,Insufficient Evidence,19
2001-12,Theft,Insufficient Evidence,13
2002-01,Theft,Insufficient Evidence,33
2002-02,Theft,Insufficient Evidence,24
2002-03,Theft,Insufficient Evidence,34
2002-04,Theft,Insufficient Evidence,22
2002-05,Theft,Insufficient Evidence,21
2002-06,Theft,Insufficient Evidence,20
2002-07,Theft,Insufficient Evidence,31
2002-08,Theft,Insufficient Evidence,25
2002-09,Theft,Insufficient Evidence,27
2002-10,Theft,Insufficient Evidence,26
2002-11,Theft,Insufficient Evidence,32
2002-12,Theft,Insufficient Evidence,17
2003-01,Theft,Insufficient Evidence,20
2003-02,Theft,Insufficient Evidence,16
2003-03,Theft,Insufficient Evidence,33
2003-04,Theft,Insufficient Evidence,33
2003-05,Theft,Insufficient Evidence,23
2003-06,Theft,Insufficient Evidence,18
2003-07,Theft,Insufficient Evidence,13
2003-08,Theft,Insufficient Evidence,25
2003-09,Theft,Insufficient Evidence,28
2003-10,Theft,Insufficient Evidence,14
2003-11,Theft,Insufficient Evidence,27
2003-12,Theft,Insufficient Evidence,15
2004-01,Theft,Insufficient Evidence,20
2004-02,Theft,Insufficient Evidence,25
2004-03,Theft,Insufficient Evidence,29
2004-04,Theft,Insufficient Evidence,21
2004-05,Theft,Insufficient Evidence,12
2004-06,Theft,Insufficient Evidence,19
2004-07,Theft,Insufficient Evidence,26
2004-08,Theft,Insufficient Evidence,30
2004-09,Theft,Insufficient Evidence,37
2004-10,Theft,Insufficient Evidence,11
2004-11,Theft,Insufficient Evidence,15
2004-12,Theft,Insufficient Evidence,12
2005-01,Theft,Insufficient Evidence,21
2005-02,Theft,Insufficient Evidence,21
2005-03,Theft,Insufficient Evidence,30
2005-04,Theft,Insufficient Evidence,16
2005-05,Theft,Insufficient Evidence,20
2005-06,Theft,Insufficient Evidence,22
2005-07,Theft,Insufficient Evidence,15
2005-08,Theft,Insufficient Evidence,17
2005-09,Theft,Insufficient Evidence,32
2005-10,Theft,Insufficient Evidence,22
2005-11,Theft,Insufficient Evidence,18
2005-12,Theft,Insufficient Evidence,12
2006-01,Theft,Insufficient Evidence,19
2006-02,Theft,Insufficient Evidence,16
2006-03,Theft,Insufficient Evidence,29
2006-04,Theft,Insufficient Evidence,14
2006-05,Theft,Insufficient Evidence,14
2006-06,Theft,Insufficient Evidence,20
2006-07,Theft,Insufficient Evidence,20
2006-08,Theft,Insufficient Evidence,24
2006-09,Theft,Insufficient Evidence,42
2006-10,Theft,Insufficient Evidence,13
2006-11,Theft,Insufficient Evidence,7
2006-12,Theft,Insufficient Evidence,18
2007-01,Theft,Insufficient Evidence,23
2007-02,Theft,Insufficient Evidence,19
2007-03,Theft,Insufficient Evidence,31
2007-04,Theft,Insufficient Evidence,14
2007-05,Theft,Insufficient Evidence,10
2007-06,Theft,Insufficient Evidence,29
2007-07,Theft,Insufficient Evidence,20
2007-08,Theft,Insufficient Evidence,24
2007-09,Theft,Insufficient Evidence,33
2007-10,Theft,Insufficient Evidence,19
2007-11,Theft,Insufficient Evidence,10
2007-12,Theft,Insufficient Evidence,11
2008-01,Theft,Insufficient Evidence,25
2008-02,Theft,Insufficient Evidence,17
2008-03,Theft,Insufficient Evidence,22
2008-04,Theft,Insufficient Evidence,21
2008-05,Theft,Insufficient Evidence,12
2008-06,Theft,Insufficient Evidence,11
2008-07,Theft,Insufficient Evidence,18
2008-08,Theft,Insufficient Evidence,28
2008-09,Theft,Insufficient Evidence,33
2008-10,Theft,Insufficient Evidence,23
2008-11,Theft,Insufficient Evidence,13
2008-12,Theft,Insufficient Evidence,12
2009-01,Theft,Insufficient Evidence,18
2009-02,Theft,Insufficient Evidence,11
2009-03,Theft,Insufficient Evidence,27
2009-04,Theft,Insufficient Evidence,18
2009-05,Theft,Insufficient Evidence,17
2009-06,Theft,Insufficient Evidence,17
2009-07,Theft,Insufficient Evidence,9
2009-08,Theft,Insufficient Evidence,15
2009-09,Theft,Insufficient Evidence,23
2009-10,Theft,Insufficient Evidence,18
2009-11,Theft,Insufficient Evidence,9
2009-12,Theft,Insufficient Evidence,13
2010-01,Theft,Insufficient Evidence,17
2010-02,Theft,Insufficient Evidence,24
2010-03,Theft,Insufficient Evidence,38
2010-04,Theft,Insufficient Evidence,24
2010-05,Theft,Insufficient Evidence,13
2010-06,Theft,Insufficient Evidence,24
2010-07,Theft,Insufficient Evidence,25
2010-08,Theft,Insufficient Evidence,13
2010-09,Theft,Insufficient Evidence,26
2010-10,Theft,Insufficient Evidence,11
2010-11,Theft,Insufficient Evidence,13
2010-12,Theft,Insufficient Evidence,11
2011-01,Theft,Insufficient Evidence,24
2011-02,Theft,Insufficient Evidence,14
2011-03,Theft,Insufficient Evidence,35
2011-04,Theft,Insufficient Evidence,12
2011-05,Theft,Insufficient Evidence,20
2011-06,Theft,Insufficient Evidence,16
2011-07,Theft,Insufficient Evidence,16
2011-08,Theft,Insufficient Evidence,23
2011-09,Theft,Insufficient Evidence,49
2011-10,Theft,Insufficient Evidence,20
2011-11,Theft,Insufficient Evidence,17
2011-12,Theft,Insufficient Evidence,15
2012-01,Theft,Insufficient Evidence,13
2012-02,Theft,Insufficient Evidence,15
2012-03,Theft,Insufficient Evidence,46
2012-04,Theft,Insufficient Evidence,16
2012-05,Theft,Insufficient Evidence,11
2012-06,Theft,Insufficient Evidence,16
2012-07,Theft,Insufficient Evidence,17
2012-08,Theft,Insufficient Evidence,20
2012-09,Theft,Insufficient Evidence,26
2012-10,Theft,Insufficient Evidence,13
2012-11,Theft,Insufficient Evidence,13
2012-12,Theft,Insufficient Evidence,15
2013-01,Theft,Insufficient Evidence,17
2013-02,Theft,Insufficient Evidence,17
2013-03,Theft,Insufficient Evidence,22
2013-04,Theft,Insufficient Evidence,24
2013-05,Theft,Insufficient Evidence,13
2013-06,Theft,Insufficient Evidence,15
2013-07,Theft,Insufficient Evidence,23
2013-08,Theft,Insufficient Evidence,2
2013-09,Theft,Insufficient Evidence,37
2013-10,Theft,Insufficient Evidence,8
2013-11,Theft,Insufficient Evidence,11
2013-12,Theft,Insufficient Evidence,12
2014-01,Theft,Insufficient Evidence,13
2014-02,Theft,Insufficient Evidence,24
2014-03,Theft,Insufficient Evidence,49
2014-04,Theft,Insufficient Evidence,38
2014-05,Theft,Insufficient Evidence,20
2014-06,Theft,Insufficient Evidence,35
2014-07,Theft,Insufficient Evidence,17
2014-08,Theft,Insufficient Evidence,39
2014-09,Theft,Insufficient Evidence,36
2014-10,Theft,Insufficient Evidence,32
2014-11,Theft,Insufficient Evidence,17
2014-12,Theft,Insufficient Evidence,24
2015-01,Theft,Insufficient Evidence,22
2015-02,Theft,Insufficient Evidence,28
2015-03,Theft,Insufficient Evidence,32
2015-04,Theft,Insufficient Evidence,44
2015-05,Theft,Insufficient Evidence,28
2015-06,Theft,Insufficient Evidence,21
2015-07,Theft,Insufficient Evidence,20
2015-08,Theft,Insufficient Evidence,13
2015-09,Theft,Insufficient Evidence,30
2015-10,Theft,Insufficient Evidence,37
2015-11,Theft,Insufficient Evidence,11
2015-12,Theft,Insufficient Evidence,11
2016-01,Theft,Insufficient Evidence,16
2016-02,Theft,Insufficient Evidence,27
2016-03,Theft,Insufficient Evidence,38
2016-04,Theft,Insufficient Evidence,38
2016-05,Theft,Insufficient Evidence,16
2016-06,Theft,Insufficient Evidence,23
2016-07,Theft,Insufficient Evidence,17
2016-08,Theft,Insufficient Evidence,24
2016-09,Theft,Insufficient Evidence,38
2016-10,Theft,Insufficient Evidence,14
2016-11,Theft,Insufficient Evidence,12
2016-12,Theft,Insufficient Evidence,35
2017-01,Theft,Insufficient Evidence,26
2017-02,Theft,Insufficient Evidence,15
2017-03,Theft,Insufficient Evidence,38
2017-04,Theft,Insufficient Evidence,41
2017-05,Theft,Insufficient Evidence,20
2017-06,Theft,Insufficient Evidence,27
2017-07,Theft,Insufficient Evidence,18
2017-08,Theft,Insufficient Evidence,40
2017-09,Theft,Insufficient Evidence,24
2017-10,Theft,Insufficient Evidence,16
2017-11,Theft,Insufficient Evidence,21
2017-12,Theft,Insufficient Evidence,12
2018-01,Theft,Insufficient Evidence,14
2018-02,Theft,Insufficient Evidence,16
2018-03,Theft,Insufficient Evidence,63
2018-04,Theft,Insufficient Evidence,20
2018-05,Theft,Insufficient Evidence,15
2018-06,Theft,Insufficient Evidence,27
2018-07,Theft,Insufficient Evidence,22
2018-08,Theft,Insufficient Evidence,27
2018-09,Theft,Insufficient Evidence,29
2018-10,Theft,Insufficient Evidence,15
2018-11,Theft,Insufficient Evidence,19
2018-12,Theft,Insufficient Evidence,9
2019-01,Theft,Insufficient Evidence,13
2019-02,Theft,Insufficient Evidence,13
2019-03,Theft,Insufficient Evidence,39
2019-04,Theft,Insufficient Evidence,36
2019-05,Theft,Insufficient Evidence,25
2019-06,Theft,Insufficient Evidence,19
2019-07,Theft,Insufficient Evidence,21
2019-08,Theft,Insufficient Evidence,16
2019-09,Theft,Insufficient Evidence,84
2019-10,Theft,Insufficient Evidence,22
2019-11,Theft,Insufficient Evidence,14
2019-12,Theft,Insufficient Evidence,14
2020-01,Theft,Insufficient Evidence,20
2020-02,Theft,Insufficient Evidence,24
2020-03,Theft,Insufficient Evidence,28
2020-04,Theft,Insufficient Evidence,17
2020-05,Theft,Insufficient Evidence,12
2020-06,Theft,Insufficient Evidence,15
2020-07,Theft,Insufficient Evidence,18
2020-08,Theft,Insufficient Evidence,25
2020-09,Theft,Insufficient Evidence,40
2020-10,Theft,Insufficient Evidence,20
2020-11,Theft,Insufficient Evidence,10
2020-12,Theft,Insufficient Evidence,18
2021-01,Theft,Insufficient Evidence,14
2021-02,Theft,Insufficient Evidence,18
2021-03,Theft,Insufficient Evidence,36
2021-04,Theft,Insufficient Evidence,18
2021-05,Theft,Insufficient Evidence,9
2021-06,Theft,Insufficient Evidence,11
2021-07,Theft,Insufficient Evidence,21
2021-08,Theft,Insufficient Evidence,39
2021-09,Theft,Insufficient Evidence,49
2021-10,Theft,Insufficient Evidence,22
2021-11,Theft,Insufficient Evidence,15
2021-12,Theft,Insufficient Evidence,14
2022-01,Theft,Insufficient Evidence,10
2022-02,Theft,Insufficient Evidence,29
2022-03,Theft,Insufficient Evidence,57
2022-04,Theft,Insufficient Evidence,14
2022-05,Theft,Insufficient Evidence,10
2022-06,Theft,Insufficient Evidence,17
2022-07,Theft,Insufficient Evidence,23
2022-08,Theft,Insufficient Evidence,26
2022-09,Theft,Insufficient Evidence,66
2022-10,Theft,Insufficient Evidence,16
2022-11,Theft,Insufficient Evidence,12
2022-12,Theft,Insufficient Evidence,19
2023-01,Theft,Insufficient Evidence,17
2023-02,Theft,Insufficient Evidence,32
2023-03,Theft,Insufficient Evidence,44
2023-04,Theft,Insufficient Evidence,14
2023-05,Theft,Insufficient Evidence,34
2023-06,Theft,Insufficient Evidence,10
2023-07,Theft,Insufficient Evidence,34
2023-08,Theft,Insufficient Evidence,25
2023-09,Theft,Insufficient Evidence,52
2023-10,Theft,Insufficient Evidence,19
2023-11,Theft,Insufficient Evidence,11
2023-12,Theft,Insufficient Evidence,24
2024-01,Theft,Insufficient Evidence,22
2024-02,Theft,Insufficient Evidence,29
2024-03,Theft,Insufficient Evidence,51
2024-04,Theft,Insufficient Evidence,33
2024-05,Theft,Insufficient Evidence,17
2024-06,Theft,Insufficient Evidence,15
2024-07,Theft,Insufficient Evidence,25
2024-08,Theft,Insufficient Evidence,30
2024-09,Theft,Insufficient Evidence,64
2024-10,Theft,Insufficient Evidence,19
2024-11,Theft,Insufficient Evidence,14
2024-12,Theft,Insufficient Evidence,27
2025-01,Theft,Insufficient Evidence,18
2025-02,Theft,Insufficient Evidence,102
2025-03,Theft,Insufficient Evidence,61
2025-04,Theft,Insufficient Evidence,24
2025-05,Theft,Insufficient Evidence,17
2025-06,Theft,Insufficient Evidence,19
2025-07,Theft,Insufficient Evidence,19
2025-08,Theft,Insufficient Evidence,22
2025-09,Theft,Insufficient Evidence,53
2025-10,Theft,Insufficient Evidence,18
2025-11,Theft,Insufficient Evidence,7
2025-12,Theft,Insufficient Evidence,12
2026-01,Theft,Insufficient Evidence,14
2026-02,Theft,Insufficient Evidence,20
2026-03,Theft,Insufficient Evidence,40
2026-04,Theft,Insufficient Evidence,14
2026-05,Theft,Insufficient Evidence,23
2026-06,Theft,Insufficient Evidence,17
2026-07,Theft,Insufficient Evidence,23
1994-11,Theft,Legally Barred,2
1994-12,Theft,Legally Barred,2
1995-02,Theft,Legally Barred,1
1995-03,Theft,Legally Barred,2
1995-04,Theft,Legally Barred,4
1995-05,Theft,Legally Barred,1
1995-06,Theft,Legally Barred,16
1995-07,Theft,Legally Barred,1
1995-08,Theft,Legally Barred,2
1995-09,Theft,Legally Barred,1
1995-10,Theft,Legally Barred,3
1995-12,Theft,Legally Barred,1
1996-01,Theft,Legally Barred,1
1996-03,Theft,Legally Barred,2
1996-04,Theft,Legally Barred,1
1996-05,Theft,Legally Barred,3
1996-06,Theft,Legally Barred,5
1996-08,Theft,Legally Barred,1
1996-09,Theft,Legally Barred,1
1996-10,Theft,Legally Barred,6
1996-12,Theft,Legally Barred,2
1997-01,Theft,Legally Barred,2
1997-02,Theft,Legally Barred,4
1997-03,Theft,Legally Barred,1
1997-04,Theft,Legally Barred,2
1997-05,Theft,Legally Barred,3
1997-06,Theft,Legally Barred,2
1997-07,Theft,Legally Barred,2
1997-08,Theft,Legally Barred,1
1997-09,Theft,Legally Barred,1
1997-10,Theft,Legally Barred,1
1997-11,Theft,Legally Barred,1
1998-02,Theft,Legally Barred,2
1998-03,Theft,Legally Barred,1
1998-04,Theft,Legally Barred,1
1998-07,Theft,Legally Barred,2
1998-08,Theft,Legally Barred,1
1998-09,Theft,Legally Barred,10
1998-10,Theft,Legally Barred,1
1998-11,Theft,Legally Barred,1
1998-12,Theft,Legally Barred,1
1999-01,Theft,Legally Barred,2
1999-02,Theft,Legally Barred,1
1999-03,Theft,Legally Barred,3
1999-05,Theft,Legally Barred,1
1999-06,Theft,Legally Barred,4
1999-07,Theft,Legally Barred,2
1999-08,Theft,Legally Barred,4
1999-09,Theft,Legally Barred,1
1999-10,Theft,Legally Barred,2
2000-01,Theft,Legally Barred,1
2000-02,Theft,Legally Barred,1
2000-03,Theft,Legally Barred,4
2000-05,Theft,Legally Barred,2
2000-06,Theft,Legally Barred,2
2000-07,Theft,Legally Barred,1
2000-09,Theft,Legally Barred,2
2000-10,Theft,Legally Barred,1
2000-11,Theft,Legally Barred,2
2000-12,Theft,Legally Barred,1
2001-01,Theft,Legally Barred,2
2001-02,Theft,Legally Barred,3
2001-07,Theft,Legally Barred,2
2001-08,Theft,Legally Barred,6
2001-09,Theft,Legally Barred,1
2001-11,Theft,Legally Barred,1
2002-01,Theft,Legally Barred,1
2002-02,Theft,Legally Barred,1
2002-03,Theft,Legally Barred,2
2002-04,Theft,Legally Barred,2
2002-05,Theft,Legally Barred,1
2002-07,Theft,Legally Barred,1
2002-08,Theft,Legally Barred,1
2002-09,Theft,Legally Barred,1
2002-10,Theft,Legally Barred,1
2002-11,Theft,Legally Barred,1
2002-12,Theft,Legally Barred,3
2003-01,Theft,Legally Barred,1
2003-02,Theft,Legally Barred,1
2003-03,Theft,Legally Barred,1
2003-04,Theft,Legally Barred,1
2003-05,Theft,Legally Barred,1
2003-06,Theft,Legally Barred,5
2003-07,Theft,Legally Barred,1
2003-09,Theft,Legally Barred,6
2003-10,Theft,Legally Barred,1
2004-01,Theft,Legally Barred,1
2004-03,Theft,Legally Barred,2
2004-04,Theft,Legally Barred,1
2004-05,Theft,Legally Barred,2
2004-06,Theft,Legally Barred,1
2004-07,Theft,Legally Barred,1
2004-08,Theft,Legally Barred,1
2004-09,Theft,Legally Barred,3
2004-10,Theft,Legally Barred,1
2004-11,Theft,Legally Barred,1
2004-12,Theft,Legally Barred,2
2005-03,Theft,Legally Barred,4
2005-05,Theft,Legally Barred,1
2005-07,Theft,Legally Barred,1
2005-08,Theft,Legally Barred,2
2005-10,Theft,Legally Barred,5
2005-11,Theft,Legally Barred,1
2005-12,Theft,Legally Barred,2
2006-02,Theft,Legally Barred,1
2006-03,Theft,Legally Barred,4
2006-05,Theft,Legally Barred,4
2006-06,Theft,Legally Barred,1
2006-07,Theft,Legally Barred,2
2006-08,Theft,Legally Barred,5
2006-11,Theft,Legally Barred,2
2006-12,Theft,Legally Barred,1
2007-04,Theft,Legally Barred,2
2007-05,Theft,Legally Barred,3
2007-06,Theft,Legally Barred,3
2007-07,Theft,Legally Barred,1
2007-09,Theft,Legally Barred,1
2007-10,Theft,Legally Barred,1
2007-11,Theft,Legally Barred,1
2007-12,Theft,Legally Barred,1
2008-02,Theft,Legally Barred,1
2008-03,Theft,Legally Barred,2
2008-04,Theft,Legally Barred,1
2008-05,Theft,Legally Barred,1
2008-06,Theft,Legally Barred,1
2008-08,Theft,Legally Barred,2
