ym,category,reason,declined
2026-01,Official Corruption,Prioritization of Federal Resources and Interests,1
2026-02,Official Corruption,Prioritization of Federal Resources and Interests,4
2026-03,Official Corruption,Prioritization of Federal Resources and Interests,4
2026-04,Official Corruption,Prioritization of Federal Resources and Interests,1
2026-05,Official Corruption,Prioritization of Federal Resources and Interests,5
2026-06,Official Corruption,Prioritization of Federal Resources and Interests,2
2026-07,Official Corruption,Prioritization of Federal Resources and Interests,3
1995-04,Organized Crime,Alternative to Federal Prosecution,1
1995-08,Organized Crime,Alternative to Federal Prosecution,2
1995-09,Organized Crime,Alternative to Federal Prosecution,1
1995-10,Organized Crime,Alternative to Federal Prosecution,1
1997-03,Organized Crime,Alternative to Federal Prosecution,1
1997-07,Organized Crime,Alternative to Federal Prosecution,1
1997-11,Organized Crime,Alternative to Federal Prosecution,1
1997-12,Organized Crime,Alternative to Federal Prosecution,1
1998-01,Organized Crime,Alternative to Federal Prosecution,1
1998-03,Organized Crime,Alternative to Federal Prosecution,1
1998-04,Organized Crime,Alternative to Federal Prosecution,2
1998-05,Organized Crime,Alternative to Federal Prosecution,2
1998-09,Organized Crime,Alternative to Federal Prosecution,1
1999-02,Organized Crime,Alternative to Federal Prosecution,2
1999-04,Organized Crime,Alternative to Federal Prosecution,1
1999-06,Organized Crime,Alternative to Federal Prosecution,1
1999-08,Organized Crime,Alternative to Federal Prosecution,1
1999-10,Organized Crime,Alternative to Federal Prosecution,1
2000-09,Organized Crime,Alternative to Federal Prosecution,1
2001-07,Organized Crime,Alternative to Federal Prosecution,1
2001-12,Organized Crime,Alternative to Federal Prosecution,1
2002-03,Organized Crime,Alternative to Federal Prosecution,2
2002-10,Organized Crime,Alternative to Federal Prosecution,1
2003-01,Organized Crime,Alternative to Federal Prosecution,1
2003-05,Organized Crime,Alternative to Federal Prosecution,2
2004-01,Organized Crime,Alternative to Federal Prosecution,1
2004-07,Organized Crime,Alternative to Federal Prosecution,1
2006-04,Organized Crime,Alternative to Federal Prosecution,1
2006-08,Organized Crime,Alternative to Federal Prosecution,1
2006-09,Organized Crime,Alternative to Federal Prosecution,2
2007-02,Organized Crime,Alternative to Federal Prosecution,1
2007-03,Organized Crime,Alternative to Federal Prosecution,1
2007-08,Organized Crime,Alternative to Federal Prosecution,1
2008-02,Organized Crime,Alternative to Federal Prosecution,1
2008-03,Organized Crime,Alternative to Federal Prosecution,1
2010-09,Organized Crime,Alternative to Federal Prosecution,2
2013-01,Organized Crime,Alternative to Federal Prosecution,1
2014-03,Organized Crime,Alternative to Federal Prosecution,1
2014-04,Organized Crime,Alternative to Federal Prosecution,1
2014-05,Organized Crime,Alternative to Federal Prosecution,1
2015-01,Organized Crime,Alternative to Federal Prosecution,1
2015-11,Organized Crime,Alternative to Federal Prosecution,1
2016-04,Organized Crime,Alternative to Federal Prosecution,1
2017-01,Organized Crime,Alternative to Federal Prosecution,1
2017-10,Organized Crime,Alternative to Federal Prosecution,1
2018-10,Organized Crime,Alternative to Federal Prosecution,2
2018-11,Organized Crime,Alternative to Federal Prosecution,1
2019-03,Organized Crime,Alternative to Federal Prosecution,2
2019-04,Organized Crime,Alternative to Federal Prosecution,1
2019-05,Organized Crime,Alternative to Federal Prosecution,2
2020-12,Organized Crime,Alternative to Federal Prosecution,2
2021-06,Organized Crime,Alternative to Federal Prosecution,2
2022-08,Organized Crime,Alternative to Federal Prosecution,1
2022-09,Organized Crime,Alternative to Federal Prosecution,1
2023-03,Organized Crime,Alternative to Federal Prosecution,1
2023-12,Organized Crime,Alternative to Federal Prosecution,1
2024-03,Organized Crime,Alternative to Federal Prosecution,1
2024-09,Organized Crime,Alternative to Federal Prosecution,1
2025-02,Organized Crime,Alternative to Federal Prosecution,2
2025-03,Organized Crime,Alternative to Federal Prosecution,2
2025-07,Organized Crime,Alternative to Federal Prosecution,1
2026-02,Organized Crime,Alternative to Federal Prosecution,1
1994-10,Organized Crime,Defendant Unavailable,1
1994-12,Organized Crime,Defendant Unavailable,4
1995-01,Organized Crime,Defendant Unavailable,4
1995-02,Organized Crime,Defendant Unavailable,2
1995-03,Organized Crime,Defendant Unavailable,2
1995-04,Organized Crime,Defendant Unavailable,6
1995-05,Organized Crime,Defendant Unavailable,2
1995-06,Organized Crime,Defendant Unavailable,2
1995-07,Organized Crime,Defendant Unavailable,2
1995-08,Organized Crime,Defendant Unavailable,5
1995-09,Organized Crime,Defendant Unavailable,1
1995-10,Organized Crime,Defendant Unavailable,3
1995-11,Organized Crime,Defendant Unavailable,2
1995-12,Organized Crime,Defendant Unavailable,2
1996-01,Organized Crime,Defendant Unavailable,2
1996-03,Organized Crime,Defendant Unavailable,4
1996-05,Organized Crime,Defendant Unavailable,3
1996-06,Organized Crime,Defendant Unavailable,3
1996-07,Organized Crime,Defendant Unavailable,2
1996-08,Organized Crime,Defendant Unavailable,5
1996-10,Organized Crime,Defendant Unavailable,3
1996-11,Organized Crime,Defendant Unavailable,2
1996-12,Organized Crime,Defendant Unavailable,1
1997-01,Organized Crime,Defendant Unavailable,1
1997-02,Organized Crime,Defendant Unavailable,2
1997-03,Organized Crime,Defendant Unavailable,3
1997-04,Organized Crime,Defendant Unavailable,4
1997-05,Organized Crime,Defendant Unavailable,3
1997-06,Organized Crime,Defendant Unavailable,4
1997-07,Organized Crime,Defendant Unavailable,3
1997-08,Organized Crime,Defendant Unavailable,2
1997-09,Organized Crime,Defendant Unavailable,2
1997-10,Organized Crime,Defendant Unavailable,3
1997-11,Organized Crime,Defendant Unavailable,3
1997-12,Organized Crime,Defendant Unavailable,2
1998-02,Organized Crime,Defendant Unavailable,6
1998-03,Organized Crime,Defendant Unavailable,7
1998-04,Organized Crime,Defendant Unavailable,3
1998-05,Organized Crime,Defendant Unavailable,1
1998-07,Organized Crime,Defendant Unavailable,1
1998-08,Organized Crime,Defendant Unavailable,1
1998-09,Organized Crime,Defendant Unavailable,3
1998-11,Organized Crime,Defendant Unavailable,1
1998-12,Organized Crime,Defendant Unavailable,3
1999-02,Organized Crime,Defendant Unavailable,2
1999-04,Organized Crime,Defendant Unavailable,4
1999-06,Organized Crime,Defendant Unavailable,3
1999-07,Organized Crime,Defendant Unavailable,2
1999-08,Organized Crime,Defendant Unavailable,1
1999-09,Organized Crime,Defendant Unavailable,4
1999-10,Organized Crime,Defendant Unavailable,1
1999-11,Organized Crime,Defendant Unavailable,4
1999-12,Organized Crime,Defendant Unavailable,1
2000-01,Organized Crime,Defendant Unavailable,1
2000-02,Organized Crime,Defendant Unavailable,1
2000-03,Organized Crime,Defendant Unavailable,2
2000-04,Organized Crime,Defendant Unavailable,1
2000-05,Organized Crime,Defendant Unavailable,1
2000-07,Organized Crime,Defendant Unavailable,3
2000-08,Organized Crime,Defendant Unavailable,1
2000-09,Organized Crime,Defendant Unavailable,2
2000-10,Organized Crime,Defendant Unavailable,2
2000-11,Organized Crime,Defendant Unavailable,6
2000-12,Organized Crime,Defendant Unavailable,1
2001-01,Organized Crime,Defendant Unavailable,1
2001-02,Organized Crime,Defendant Unavailable,1
2001-03,Organized Crime,Defendant Unavailable,2
2001-04,Organized Crime,Defendant Unavailable,1
2001-05,Organized Crime,Defendant Unavailable,2
2001-06,Organized Crime,Defendant Unavailable,1
2001-07,Organized Crime,Defendant Unavailable,3
2001-09,Organized Crime,Defendant Unavailable,1
2001-10,Organized Crime,Defendant Unavailable,2
2001-11,Organized Crime,Defendant Unavailable,1
2002-01,Organized Crime,Defendant Unavailable,1
2002-02,Organized Crime,Defendant Unavailable,1
2002-04,Organized Crime,Defendant Unavailable,1
2002-05,Organized Crime,Defendant Unavailable,3
2002-06,Organized Crime,Defendant Unavailable,2
2002-07,Organized Crime,Defendant Unavailable,2
2002-09,Organized Crime,Defendant Unavailable,2
2002-11,Organized Crime,Defendant Unavailable,2
2002-12,Organized Crime,Defendant Unavailable,2
2003-01,Organized Crime,Defendant Unavailable,1
2003-02,Organized Crime,Defendant Unavailable,2
2003-03,Organized Crime,Defendant Unavailable,1
2003-04,Organized Crime,Defendant Unavailable,3
2003-05,Organized Crime,Defendant Unavailable,2
2003-06,Organized Crime,Defendant Unavailable,1
2003-08,Organized Crime,Defendant Unavailable,1
2003-09,Organized Crime,Defendant Unavailable,3
2003-10,Organized Crime,Defendant Unavailable,3
2003-11,Organized Crime,Defendant Unavailable,1
2004-02,Organized Crime,Defendant Unavailable,2
2004-03,Organized Crime,Defendant Unavailable,7
2004-04,Organized Crime,Defendant Unavailable,2
2004-05,Organized Crime,Defendant Unavailable,1
2004-06,Organized Crime,Defendant Unavailable,1
2004-07,Organized Crime,Defendant Unavailable,2
2004-09,Organized Crime,Defendant Unavailable,3
2004-12,Organized Crime,Defendant Unavailable,2
2005-01,Organized Crime,Defendant Unavailable,2
2005-03,Organized Crime,Defendant Unavailable,2
2005-04,Organized Crime,Defendant Unavailable,2
2005-05,Organized Crime,Defendant Unavailable,1
2005-09,Organized Crime,Defendant Unavailable,2
2005-12,Organized Crime,Defendant Unavailable,2
2006-01,Organized Crime,Defendant Unavailable,2
2006-02,Organized Crime,Defendant Unavailable,4
2006-03,Organized Crime,Defendant Unavailable,5
2006-04,Organized Crime,Defendant Unavailable,1
2006-07,Organized Crime,Defendant Unavailable,3
2006-09,Organized Crime,Defendant Unavailable,2
2007-01,Organized Crime,Defendant Unavailable,2
2007-02,Organized Crime,Defendant Unavailable,2
2007-04,Organized Crime,Defendant Unavailable,2
2007-05,Organized Crime,Defendant Unavailable,1
2007-07,Organized Crime,Defendant Unavailable,1
2007-08,Organized Crime,Defendant Unavailable,1
2007-09,Organized Crime,Defendant Unavailable,3
2008-01,Organized Crime,Defendant Unavailable,1
2008-03,Organized Crime,Defendant Unavailable,1
2008-04,Organized Crime,Defendant Unavailable,2
2008-05,Organized Crime,Defendant Unavailable,2
2008-06,Organized Crime,Defendant Unavailable,1
2008-07,Organized Crime,Defendant Unavailable,2
2008-08,Organized Crime,Defendant Unavailable,1
2008-10,Organized Crime,Defendant Unavailable,1
2009-01,Organized Crime,Defendant Unavailable,1
2009-03,Organized Crime,Defendant Unavailable,1
2009-04,Organized Crime,Defendant Unavailable,2
2009-06,Organized Crime,Defendant Unavailable,1
2009-09,Organized Crime,Defendant Unavailable,1
2009-10,Organized Crime,Defendant Unavailable,1
2009-11,Organized Crime,Defendant Unavailable,2
2010-03,Organized Crime,Defendant Unavailable,5
2010-04,Organized Crime,Defendant Unavailable,2
2010-08,Organized Crime,Defendant Unavailable,1
2010-09,Organized Crime,Defendant Unavailable,3
2010-11,Organized Crime,Defendant Unavailable,1
2010-12,Organized Crime,Defendant Unavailable,3
2011-01,Organized Crime,Defendant Unavailable,2
2011-02,Organized Crime,Defendant Unavailable,4
2011-03,Organized Crime,Defendant Unavailable,3
2011-05,Organized Crime,Defendant Unavailable,1
2011-06,Organized Crime,Defendant Unavailable,1
2011-08,Organized Crime,Defendant Unavailable,3
2011-09,Organized Crime,Defendant Unavailable,1
2011-11,Organized Crime,Defendant Unavailable,1
2012-04,Organized Crime,Defendant Unavailable,1
2012-07,Organized Crime,Defendant Unavailable,2
2013-06,Organized Crime,Defendant Unavailable,1
2013-07,Organized Crime,Defendant Unavailable,1
2013-08,Organized Crime,Defendant Unavailable,1
2013-09,Organized Crime,Defendant Unavailable,2
2014-03,Organized Crime,Defendant Unavailable,2
2014-05,Organized Crime,Defendant Unavailable,2
2014-10,Organized Crime,Defendant Unavailable,1
2015-01,Organized Crime,Defendant Unavailable,1
2017-03,Organized Crime,Defendant Unavailable,1
2017-04,Organized Crime,Defendant Unavailable,1
2019-03,Organized Crime,Defendant Unavailable,2
2021-08,Organized Crime,Defendant Unavailable,1
2022-09,Organized Crime,Defendant Unavailable,1
2022-10,Organized Crime,Defendant Unavailable,1
2023-03,Organized Crime,Defendant Unavailable,1
2023-04,Organized Crime,Defendant Unavailable,1
2023-06,Organized Crime,Defendant Unavailable,1
2023-08,Organized Crime,Defendant Unavailable,2
2023-12,Organized Crime,Defendant Unavailable,1
2024-09,Organized Crime,Defendant Unavailable,1
2024-12,Organized Crime,Defendant Unavailable,1
1994-10,Organized Crime,Insufficient Evidence,5
1994-11,Organized Crime,Insufficient Evidence,5
1994-12,Organized Crime,Insufficient Evidence,9
1995-01,Organized Crime,Insufficient Evidence,5
1995-02,Organized Crime,Insufficient Evidence,13
1995-03,Organized Crime,Insufficient Evidence,7
1995-04,Organized Crime,Insufficient Evidence,11
1995-05,Organized Crime,Insufficient Evidence,12
1995-06,Organized Crime,Insufficient Evidence,24
1995-07,Organized Crime,Insufficient Evidence,10
1995-08,Organized Crime,Insufficient Evidence,5
1995-09,Organized Crime,Insufficient Evidence,16
1995-10,Organized Crime,Insufficient Evidence,14
1995-11,Organized Crime,Insufficient Evidence,5
1995-12,Organized Crime,Insufficient Evidence,6
1996-01,Organized Crime,Insufficient Evidence,2
1996-02,Organized Crime,Insufficient Evidence,9
1996-03,Organized Crime,Insufficient Evidence,22
1996-04,Organized Crime,Insufficient Evidence,38
1996-05,Organized Crime,Insufficient Evidence,11
1996-06,Organized Crime,Insufficient Evidence,46
1996-07,Organized Crime,Insufficient Evidence,21
1996-08,Organized Crime,Insufficient Evidence,13
1996-09,Organized Crime,Insufficient Evidence,6
1996-10,Organized Crime,Insufficient Evidence,12
1996-11,Organized Crime,Insufficient Evidence,10
1996-12,Organized Crime,Insufficient Evidence,9
1997-01,Organized Crime,Insufficient Evidence,11
1997-02,Organized Crime,Insufficient Evidence,14
1997-03,Organized Crime,Insufficient Evidence,7
1997-04,Organized Crime,Insufficient Evidence,8
1997-05,Organized Crime,Insufficient Evidence,14
1997-06,Organized Crime,Insufficient Evidence,6
1997-07,Organized Crime,Insufficient Evidence,9
1997-08,Organized Crime,Insufficient Evidence,7
1997-09,Organized Crime,Insufficient Evidence,24
1997-10,Organized Crime,Insufficient Evidence,19
1997-11,Organized Crime,Insufficient Evidence,7
1997-12,Organized Crime,Insufficient Evidence,5
1998-01,Organized Crime,Insufficient Evidence,12
1998-02,Organized Crime,Insufficient Evidence,5
1998-03,Organized Crime,Insufficient Evidence,10
1998-04,Organized Crime,Insufficient Evidence,3
1998-05,Organized Crime,Insufficient Evidence,13
1998-06,Organized Crime,Insufficient Evidence,5
1998-07,Organized Crime,Insufficient Evidence,21
1998-08,Organized Crime,Insufficient Evidence,11
1998-09,Organized Crime,Insufficient Evidence,38
1998-10,Organized Crime,Insufficient Evidence,29
1998-11,Organized Crime,Insufficient Evidence,3
1998-12,Organized Crime,Insufficient Evidence,9
1999-01,Organized Crime,Insufficient Evidence,19
1999-02,Organized Crime,Insufficient Evidence,4
1999-03,Organized Crime,Insufficient Evidence,6
1999-04,Organized Crime,Insufficient Evidence,7
1999-05,Organized Crime,Insufficient Evidence,8
1999-06,Organized Crime,Insufficient Evidence,21
1999-07,Organized Crime,Insufficient Evidence,14
1999-08,Organized Crime,Insufficient Evidence,14
1999-09,Organized Crime,Insufficient Evidence,1
1999-10,Organized Crime,Insufficient Evidence,10
1999-11,Organized Crime,Insufficient Evidence,5
1999-12,Organized Crime,Insufficient Evidence,14
2000-01,Organized Crime,Insufficient Evidence,5
2000-02,Organized Crime,Insufficient Evidence,6
2000-03,Organized Crime,Insufficient Evidence,12
2000-04,Organized Crime,Insufficient Evidence,18
2000-05,Organized Crime,Insufficient Evidence,4
2000-06,Organized Crime,Insufficient Evidence,5
2000-07,Organized Crime,Insufficient Evidence,5
2000-08,Organized Crime,Insufficient Evidence,21
2000-09,Organized Crime,Insufficient Evidence,13
2000-10,Organized Crime,Insufficient Evidence,13
2000-11,Organized Crime,Insufficient Evidence,4
2000-12,Organized Crime,Insufficient Evidence,10
2001-01,Organized Crime,Insufficient Evidence,10
2001-02,Organized Crime,Insufficient Evidence,5
2001-03,Organized Crime,Insufficient Evidence,15
2001-04,Organized Crime,Insufficient Evidence,6
2001-05,Organized Crime,Insufficient Evidence,13
2001-06,Organized Crime,Insufficient Evidence,11
2001-07,Organized Crime,Insufficient Evidence,18
2001-08,Organized Crime,Insufficient Evidence,13
2001-09,Organized Crime,Insufficient Evidence,10
2001-10,Organized Crime,Insufficient Evidence,27
2001-11,Organized Crime,Insufficient Evidence,17
2001-12,Organized Crime,Insufficient Evidence,2
2002-01,Organized Crime,Insufficient Evidence,14
2002-02,Organized Crime,Insufficient Evidence,11
2002-03,Organized Crime,Insufficient Evidence,11
2002-04,Organized Crime,Insufficient Evidence,6
2002-05,Organized Crime,Insufficient Evidence,16
2002-06,Organized Crime,Insufficient Evidence,11
2002-07,Organized Crime,Insufficient Evidence,18
2002-08,Organized Crime,Insufficient Evidence,7
2002-09,Organized Crime,Insufficient Evidence,9
2002-10,Organized Crime,Insufficient Evidence,7
2002-11,Organized Crime,Insufficient Evidence,6
2002-12,Organized Crime,Insufficient Evidence,6
2003-01,Organized Crime,Insufficient Evidence,5
2003-02,Organized Crime,Insufficient Evidence,6
2003-03,Organized Crime,Insufficient Evidence,7
2003-04,Organized Crime,Insufficient Evidence,12
2003-05,Organized Crime,Insufficient Evidence,2
2003-06,Organized Crime,Insufficient Evidence,5
2003-07,Organized Crime,Insufficient Evidence,5
2003-08,Organized Crime,Insufficient Evidence,4
2003-09,Organized Crime,Insufficient Evidence,18
2003-10,Organized Crime,Insufficient Evidence,5
2003-11,Organized Crime,Insufficient Evidence,3
2003-12,Organized Crime,Insufficient Evidence,8
2004-01,Organized Crime,Insufficient Evidence,2
2004-02,Organized Crime,Insufficient Evidence,6
2004-03,Organized Crime,Insufficient Evidence,25
2004-04,Organized Crime,Insufficient Evidence,5
2004-05,Organized Crime,Insufficient Evidence,7
2004-06,Organized Crime,Insufficient Evidence,5
2004-07,Organized Crime,Insufficient Evidence,8
2004-08,Organized Crime,Insufficient Evidence,14
2004-09,Organized Crime,Insufficient Evidence,18
2004-10,Organized Crime,Insufficient Evidence,8
2004-11,Organized Crime,Insufficient Evidence,4
2004-12,Organized Crime,Insufficient Evidence,3
2005-01,Organized Crime,Insufficient Evidence,3
2005-02,Organized Crime,Insufficient Evidence,8
2005-03,Organized Crime,Insufficient Evidence,10
2005-04,Organized Crime,Insufficient Evidence,5
2005-06,Organized Crime,Insufficient Evidence,2
2005-07,Organized Crime,Insufficient Evidence,12
2005-08,Organized Crime,Insufficient Evidence,6
2005-09,Organized Crime,Insufficient Evidence,5
2005-10,Organized Crime,Insufficient Evidence,10
2005-11,Organized Crime,Insufficient Evidence,3
2005-12,Organized Crime,Insufficient Evidence,4
2006-02,Organized Crime,Insufficient Evidence,3
2006-03,Organized Crime,Insufficient Evidence,9
2006-04,Organized Crime,Insufficient Evidence,8
2006-05,Organized Crime,Insufficient Evidence,3
2006-06,Organized Crime,Insufficient Evidence,2
2006-07,Organized Crime,Insufficient Evidence,5
2006-08,Organized Crime,Insufficient Evidence,5
2006-09,Organized Crime,Insufficient Evidence,7
2006-10,Organized Crime,Insufficient Evidence,7
2006-11,Organized Crime,Insufficient Evidence,10
2006-12,Organized Crime,Insufficient Evidence,5
2007-01,Organized Crime,Insufficient Evidence,5
2007-02,Organized Crime,Insufficient Evidence,3
2007-03,Organized Crime,Insufficient Evidence,14
2007-04,Organized Crime,Insufficient Evidence,4
2007-05,Organized Crime,Insufficient Evidence,6
2007-06,Organized Crime,Insufficient Evidence,8
2007-07,Organized Crime,Insufficient Evidence,6
2007-08,Organized Crime,Insufficient Evidence,6
2007-09,Organized Crime,Insufficient Evidence,9
2007-10,Organized Crime,Insufficient Evidence,8
2007-11,Organized Crime,Insufficient Evidence,2
2007-12,Organized Crime,Insufficient Evidence,6
2008-01,Organized Crime,Insufficient Evidence,3
2008-02,Organized Crime,Insufficient Evidence,7
2008-03,Organized Crime,Insufficient Evidence,17
2008-04,Organized Crime,Insufficient Evidence,10
2008-05,Organized Crime,Insufficient Evidence,1
2008-06,Organized Crime,Insufficient Evidence,5
2008-07,Organized Crime,Insufficient Evidence,10
2008-08,Organized Crime,Insufficient Evidence,4
2008-09,Organized Crime,Insufficient Evidence,3
2008-10,Organized Crime,Insufficient Evidence,2
2008-11,Organized Crime,Insufficient Evidence,7
2008-12,Organized Crime,Insufficient Evidence,8
2009-01,Organized Crime,Insufficient Evidence,2
2009-02,Organized Crime,Insufficient Evidence,1
2009-03,Organized Crime,Insufficient Evidence,8
2009-04,Organized Crime,Insufficient Evidence,4
2009-05,Organized Crime,Insufficient Evidence,7
2009-06,Organized Crime,Insufficient Evidence,6
2009-07,Organized Crime,Insufficient Evidence,3
2009-08,Organized Crime,Insufficient Evidence,3
2009-09,Organized Crime,Insufficient Evidence,9
2009-10,Organized Crime,Insufficient Evidence,5
2009-11,Organized Crime,Insufficient Evidence,6
2009-12,Organized Crime,Insufficient Evidence,10
2010-01,Organized Crime,Insufficient Evidence,8
2010-02,Organized Crime,Insufficient Evidence,2
2010-03,Organized Crime,Insufficient Evidence,15
2010-04,Organized Crime,Insufficient Evidence,12
2010-05,Organized Crime,Insufficient Evidence,8
2010-06,Organized Crime,Insufficient Evidence,11
2010-07,Organized Crime,Insufficient Evidence,4
2010-08,Organized Crime,Insufficient Evidence,6
2010-09,Organized Crime,Insufficient Evidence,10
2010-10,Organized Crime,Insufficient Evidence,2
2010-11,Organized Crime,Insufficient Evidence,3
2010-12,Organized Crime,Insufficient Evidence,2
2011-01,Organized Crime,Insufficient Evidence,6
2011-02,Organized Crime,Insufficient Evidence,10
2011-03,Organized Crime,Insufficient Evidence,19
2011-04,Organized Crime,Insufficient Evidence,6
2011-05,Organized Crime,Insufficient Evidence,6
2011-06,Organized Crime,Insufficient Evidence,6
2011-07,Organized Crime,Insufficient Evidence,2
2011-08,Organized Crime,Insufficient Evidence,3
2011-09,Organized Crime,Insufficient Evidence,10
2011-10,Organized Crime,Insufficient Evidence,12
2011-11,Organized Crime,Insufficient Evidence,3
2011-12,Organized Crime,Insufficient Evidence,1
2012-01,Organized Crime,Insufficient Evidence,3
2012-02,Organized Crime,Insufficient Evidence,7
2012-03,Organized Crime,Insufficient Evidence,20
2012-04,Organized Crime,Insufficient Evidence,14
2012-05,Organized Crime,Insufficient Evidence,4
2012-06,Organized Crime,Insufficient Evidence,2
2012-07,Organized Crime,Insufficient Evidence,10
2012-08,Organized Crime,Insufficient Evidence,10
2012-09,Organized Crime,Insufficient Evidence,13
2012-10,Organized Crime,Insufficient Evidence,11
2012-12,Organized Crime,Insufficient Evidence,3
2013-01,Organized Crime,Insufficient Evidence,6
2013-02,Organized Crime,Insufficient Evidence,1
2013-03,Organized Crime,Insufficient Evidence,24
2013-04,Organized Crime,Insufficient Evidence,5
2013-05,Organized Crime,Insufficient Evidence,4
2013-06,Organized Crime,Insufficient Evidence,8
2013-07,Organized Crime,Insufficient Evidence,8
2013-08,Organized Crime,Insufficient Evidence,6
2013-09,Organized Crime,Insufficient Evidence,13
2013-10,Organized Crime,Insufficient Evidence,3
2013-11,Organized Crime,Insufficient Evidence,4
2014-01,Organized Crime,Insufficient Evidence,5
2014-02,Organized Crime,Insufficient Evidence,5
2014-03,Organized Crime,Insufficient Evidence,16
2014-04,Organized Crime,Insufficient Evidence,12
2014-05,Organized Crime,Insufficient Evidence,7
2014-06,Organized Crime,Insufficient Evidence,5
2014-07,Organized Crime,Insufficient Evidence,2
2014-08,Organized Crime,Insufficient Evidence,3
2014-09,Organized Crime,Insufficient Evidence,12
2014-10,Organized Crime,Insufficient Evidence,8
2014-11,Organized Crime,Insufficient Evidence,4
2014-12,Organized Crime,Insufficient Evidence,5
2015-01,Organized Crime,Insufficient Evidence,5
2015-02,Organized Crime,Insufficient Evidence,6
2015-03,Organized Crime,Insufficient Evidence,11
2015-04,Organized Crime,Insufficient Evidence,15
2015-05,Organized Crime,Insufficient Evidence,2
2015-06,Organized Crime,Insufficient Evidence,1
2015-07,Organized Crime,Insufficient Evidence,2
2015-08,Organized Crime,Insufficient Evidence,6
2015-09,Organized Crime,Insufficient Evidence,7
2015-10,Organized Crime,Insufficient Evidence,8
2015-11,Organized Crime,Insufficient Evidence,6
2015-12,Organized Crime,Insufficient Evidence,2
2016-02,Organized Crime,Insufficient Evidence,12
2016-03,Organized Crime,Insufficient Evidence,9
2016-04,Organized Crime,Insufficient Evidence,3
2016-05,Organized Crime,Insufficient Evidence,2
2016-06,Organized Crime,Insufficient Evidence,5
2016-07,Organized Crime,Insufficient Evidence,10
2016-08,Organized Crime,Insufficient Evidence,3
2016-09,Organized Crime,Insufficient Evidence,11
2016-10,Organized Crime,Insufficient Evidence,8
2016-11,Organized Crime,Insufficient Evidence,13
2016-12,Organized Crime,Insufficient Evidence,10
2017-01,Organized Crime,Insufficient Evidence,10
2017-02,Organized Crime,Insufficient Evidence,7
2017-03,Organized Crime,Insufficient Evidence,7
2017-04,Organized Crime,Insufficient Evidence,4
2017-05,Organized Crime,Insufficient Evidence,7
2017-06,Organized Crime,Insufficient Evidence,6
2017-07,Organized Crime,Insufficient Evidence,1
2017-08,Organized Crime,Insufficient Evidence,10
2017-09,Organized Crime,Insufficient Evidence,8
2017-10,Organized Crime,Insufficient Evidence,3
2017-11,Organized Crime,Insufficient Evidence,3
2017-12,Organized Crime,Insufficient Evidence,1
2018-01,Organized Crime,Insufficient Evidence,5
2018-02,Organized Crime,Insufficient Evidence,6
2018-03,Organized Crime,Insufficient Evidence,7
2018-04,Organized Crime,Insufficient Evidence,3
2018-05,Organized Crime,Insufficient Evidence,3
2018-06,Organized Crime,Insufficient Evidence,3
2018-07,Organized Crime,Insufficient Evidence,3
2018-08,Organized Crime,Insufficient Evidence,13
2018-09,Organized Crime,Insufficient Evidence,21
2018-10,Organized Crime,Insufficient Evidence,3
2018-11,Organized Crime,Insufficient Evidence,9
2018-12,Organized Crime,Insufficient Evidence,1
2019-02,Organized Crime,Insufficient Evidence,9
2019-03,Organized Crime,Insufficient Evidence,9
2019-04,Organized Crime,Insufficient Evidence,5
2019-05,Organized Crime,Insufficient Evidence,7
2019-06,Organized Crime,Insufficient Evidence,5
2019-07,Organized Crime,Insufficient Evidence,11
2019-08,Organized Crime,Insufficient Evidence,6
2019-09,Organized Crime,Insufficient Evidence,22
2019-10,Organized Crime,Insufficient Evidence,8
2019-11,Organized Crime,Insufficient Evidence,4
2019-12,Organized Crime,Insufficient Evidence,5
2020-01,Organized Crime,Insufficient Evidence,1
2020-02,Organized Crime,Insufficient Evidence,5
2020-03,Organized Crime,Insufficient Evidence,5
2020-04,Organized Crime,Insufficient Evidence,2
2020-06,Organized Crime,Insufficient Evidence,1
2020-07,Organized Crime,Insufficient Evidence,3
2020-08,Organized Crime,Insufficient Evidence,11
2020-09,Organized Crime,Insufficient Evidence,11
2021-01,Organized Crime,Insufficient Evidence,3
2021-02,Organized Crime,Insufficient Evidence,10
2021-03,Organized Crime,Insufficient Evidence,7
2021-04,Organized Crime,Insufficient Evidence,2
2021-05,Organized Crime,Insufficient Evidence,1
2021-06,Organized Crime,Insufficient Evidence,3
2021-07,Organized Crime,Insufficient Evidence,6
2021-08,Organized Crime,Insufficient Evidence,4
2021-09,Organized Crime,Insufficient Evidence,14
2021-10,Organized Crime,Insufficient Evidence,12
2021-11,Organized Crime,Insufficient Evidence,5
2021-12,Organized Crime,Insufficient Evidence,2
2022-01,Organized Crime,Insufficient Evidence,4
2022-02,Organized Crime,Insufficient Evidence,14
2022-03,Organized Crime,Insufficient Evidence,14
2022-04,Organized Crime,Insufficient Evidence,1
2022-05,Organized Crime,Insufficient Evidence,8
2022-06,Organized Crime,Insufficient Evidence,5
2022-07,Organized Crime,Insufficient Evidence,7
2022-08,Organized Crime,Insufficient Evidence,6
2022-09,Organized Crime,Insufficient Evidence,14
2022-10,Organized Crime,Insufficient Evidence,3
2022-11,Organized Crime,Insufficient Evidence,3
2022-12,Organized Crime,Insufficient Evidence,2
